ocn1	eco	seq
C.KGm.Acc.Tar	C33	0
C.KGm.Acc.Tar.Wei	C33	0
C.KGm.Acc.Tum	C33	0
C.KGm.Acc.Vil	C33	0
C.KGm.Acc.Nf3.Bec	C34	0
C.KGm.Acc.Nf3.Bon	C34	0
C.KGm.Acc.Nf3.Fis	C34	0
C.KGm.Acc.Nf3.Fis.Sch	C34	0
C.KGm.Acc.Nf3.Fis.Spa	C34	0
C.KGm.Acc.Nf3.Gia	C34	0
C.KGm.Acc.Nf3.KKn	C34	0
C.KGm.Acc.Nf3.KKn	C37	1
C.KGm.Acc.Nf3.KKn	C38	2
C.KGm.Acc.Nf3.KKn	C39	3
C.KGm.Acc.Nf3.Mac	C34	0
C.KGm.Acc.Nf3.Mac	C37	1
C.KGm.Acc.Nf3.Scl	C34	0
C.KGm.Acc.Nf3.Scl.Tas	C34	0
C.KGm.Acc.Nf3.Wag	C34	0
C.KGm.Acc.Nf3.Cun	C35	0
C.KGm.Acc.Nf3.Cun.Ber	C35	0
C.KGm.Acc.Nf3.Cun.McC	C35	0
C.KGm.Acc.Nf3.Mod	C36	0
C.KGm.Acc.Nf3.Mod.exd5	C36	0
C.KGm.Acc.Nf3.Mod.exd5.Nf6	C36	0
C.KGm.Acc.Nf3.KKn.Bc4	C37	0
C.KGm.Acc.Nf3.KKn.Bc4	C38	1
C.KGm.Acc.Nf3.KKn.Bc4.g4	C37	0
C.KGm.Acc.Nf3.KKn.Bc4.Bg7	C38	0
C.KGm.Acc.Nf3.KKn.Bc4.d6	C37	0
C.KGm.Acc.Nf3.KKn.d4	C37	0
C.KGm.Acc.Nf3.KKn.d4.g4	C37	0
C.KGm.Acc.Nf3.KKn.Nc3	C37	0
C.KGm.Acc.Nf3.KKn.h4	C39	0
E.Ind.g5	A50	0
E.Ind.b5	A50	0
E.Ind.c6	A50	0
E.Ind.e6	A50	0
E.Ind.e6	E00	1
E.Ind.e6	E10	2
E.Ind.e6.Nf3	E10	0
E.Ind.e6.Nf3.a6	E10	0
E.Ind.e6.Nf3.Ne4	E10	0
E.Ind.Cat	E00	0
E.Ind.Cat.d5	E00	0
E.Ind.Cat.e5	E00	0
E.Ind.Cat.d5.Bg2	E01	0
E.Ind.Cat.d5.Bg2	E02	1
E.Ind.Cat.d5.Bg2	E03	2
E.Ind.Cat.d5.Bg2	E04	3
E.Ind.Cat.d5.Bg2	E05	4
E.Ind.Cat.d5.Bg2	E06	5
E.Ind.Cat.d5.Bg2.dxc4	E02	0
E.Ind.Cat.d5.Bg2.dxc4	E03	1
E.Ind.Cat.d5.Bg2.dxc4	E04	2
E.Ind.Cat.d5.Bg2.dxc4	E05	3
E.Ind.Cat.d5.Bg2.Be7	E06	0
E.Ind.Qb3	E00	0
E.Ind.Dev	E00	0
E.Ind.Sei	E00	0
E.Ind.e6.Nf3.d5	D30	0
E.Ind.e6.Nf3.d5	E10	1
E.Ind.e6.Nf3.d5.Bg5	D30	0
E.Ind.e6.Nf3.d5.e3	D35	0
E.Ind.e6.Nf3.d5.e3	E14	1
E.Ind.WIn	E60	0
E.Ind.WIn.Nc3	E60	0
E.Ind.WIn.Nc3	E61	1
E.Ind.WIn.Nf3	E60	0
E.Ind.WIn.Nf3	D70	1
E.Ind.WIn.g3	E60	0
E.Ind.WIn.d5	E60	0
E.Ind.WIn.d5.b5	E60	0
E.Ind.WIn.f3	E60	0
E.Ind.WIn.f3	D70	1
E.Ind.WIn.f3.e5	E60	0
E.Ind.WIn.h4	E60	0
E.Ind.WIn.Qc2	E60	0
E.Ind.WIn.Nf3.Bg7	E60	0
E.Ind.WIn.Nf3.Bg7.g3	E60	0
E.Ind.WIn.Nf3.Bg7.b4	E60	0
A.Eng.ADu	A10	0
A.Eng.ADu.Hic	A10	0
A.Eng.ADu.Wad	A10	0
A.Eng.ADu.Cha	A10	0
A.Eng.ADu.Fer	A10	0
A.Eng.ADu.Por	A10	0
A.Eng.ASc	A10	0
A.Eng.ASc.Loh	A10	0
A.Eng.ASc.Mal	A10	0
A.Eng.ASc.Sch	A10	0
A.Eng.ALi	A10	0
A.Eng.GSn	A10	0
A.Eng.GSn.Ado	A10	0
A.Eng.GSn.Bot	A10	0
A.Eng.Mye	A10	0
A.Eng.Mye.d4	A10	0
A.Eng.Mye.Zil	A10	0
A.Eng.Jae	A10	0
A.Eng.CKa	A11	0
A.Eng.Agi	A13	0
A.Eng.Agi.Nf3	A13	0
A.Eng.Agi.Nf3.Wim	A13	0
A.Eng.Agi.Nf3.Rom	A13	0
A.Eng.AIn	A15	0
A.Eng.AIn	A16	1
A.Eng.AIn	A17	2
A.Eng.AIn.Nf3	A15	0
A.Eng.AIn.Nc3	A16	0
A.Eng.AIn.Nc3	A17	1
A.Eng.AIn.e4	A10	0
A.Eng.AIn.Nf3.d6	A15	0
A.Eng.AIn.Nf3.d5	A15	0
A.Eng.AIn.Nf3.d5.cxd5	A15	0
A.Eng.AIn.Nf3.b6	A15	0
A.Eng.AIn.Nf3.g6	A15	0
A.Eng.AIn.Nf3.g6.g3	A15	0
A.Eng.AIn.Nf3.g6.g3.d5	A15	0
A.Eng.AIn.Nf3.g6.g3.b6	A15	0
A.Eng.AIn.Nf3.g6.g3.c6	A15	0
A.Eng.AIn.Nf3.g6.b4	A15	0
A.Eng.AIn.Nc3.d5	A16	0
A.Eng.AIn.Nc3.d5.cxd5	A16	0
A.Eng.AIn.Nc3.e6	A17	0
A.Eng.AIn.Nc3.e6.Nf3	A17	0
A.Eng.AIn.Nc3.g6	A15	0
A.Eng.AIn.Nc3.g6.Nf3	A15	0
A.Ret.c5	A04	0
A.Ret.c5.e3	A04	0
A.Ret.c5.e3.d4	A04	0
A.Ret.c5.c4	A04	0
A.Ret.c5.d4	A04	0
A.Ret.c5.d4.e3	A04	0
A.Ret.g6	A04	0
A.Ret.g6.d4	A04	0
A.Ret.g6.d4.dxc5	A04	0
A.Ret.Nh6	A04	0
A.Ret.Nh6.d4	A04	0
A.Ret.Na6	A04	0
A.Ret.Na6.e4	A04	0
A.Ret.Na6.e4.c5	A04	0
A.Ret.Na6.e4.Nh6	A04	0
A.Ret.f6	A04	0
A.Ret.f6.e4	A04	0
A.Ret.f6.e4.Nh6	A04	0
A.Ret.h6	A04	0
A.Ret.Nc6	A04	0
A.Ret.f5	A04	0
A.Ret.f5.d3	A04	0
A.Ret.g5	A04	0
A.Ret.d6	A04	0
A.Ret.d6.d4	A04	0
A.Ret.d6.d4.e5	A04	0
A.Ret.d6.e4	A04	0
A.Ret.d6.e4.Bg4	A04	0
A.Ret.b5	A04	0
A.Ret.e6	A04	0
A.Ret.b6	A04	0
A.Ret.e5	A04	0
A.Ret.e5.Nxe5	A04	0
A.Ret.c6	A04	0
A.Ret.a6	A04	0
A.Ret.a5	A04	0
A.Ret.Nf6	A05	0
A.Ret.Nf6.Nc3	A05	0
A.Ret.Nf6.Nc3.Nc6	A05	0
A.Ret.Nf6.e4	A05	0
A.Ret.Nf6.e3	A05	0
A.Ret.Nf6.b3	A05	0
A.Ret.Nf6.b4	A05	0
A.Ret.Nf6.a4	A05	0
A.Ret.Nf6.g3	A05	0
A.Ret.Nf6.g3.g6	A05	0
A.Ret.Nf6.g3.g6.b4	A05	0
A.Ret.Nf6.g3.b5	A05	0
A.Ret.d5	A06	0
A.Ret.d5	A07	1
A.Ret.d5	A09	2
A.Ret.d5.b3	A06	0
A.Ret.d5.b3.c5	A06	0
A.Ret.d5.b3.c4	A06	0
A.Ret.d5.Rg1	A06	0
A.Ret.d5.d3	A06	0
A.Ret.d5.e3	A06	0
A.Ret.d5.e3.c5	A06	0
A.Ret.d5.Nc3	A06	0
A.Ret.d5.a4	A06	0
A.Ret.d5.g3	A07	0
A.Ret.d5.g3.g6	A07	0
A.Ret.d5.g3.Bg4	A07	0
A.Ret.d5.g3.e5	A07	0
A.Ret.d5.g3.c5	A07	0
A.Ret.d5.c4	A09	0
A.Ret.d5.c4.b5	A09	0
B.Fre.Nrm	C00	0
B.Fre.Nrm.d5	C00	0
B.Fre.Nrm.d5	C01	1
B.Fre.Nrm.d5	C02	2
B.Fre.Nrm.d5	C03	3
B.Fre.Nrm.d5	C10	4
B.Fre.Nrm.d5.Be3	C00	0
B.Fre.Nrm.d5.Nf3	C00	0
B.Fre.Nrm.d5.Nf3.dxe4	C00	0
B.Fre.Nrm.d5.c4	C00	0
B.Fre.Nrm.d5.c4.dxe4	C00	0
B.Fre.Nrm.d5.Qe2	C00	0
B.Fre.Nrm.d5.Qe2.e5	C00	0
B.Fre.Nrm.d5.Nh3	C00	0
B.Fre.Nrm.d5.Bd3	C00	0
B.Fre.Nrm.b5	C00	0
B.Fre.Nrm.f5	C00	0
B.Fre.Nrm.f5.exf5	C00	0
B.Fre.Nrm.c5	C00	0
B.Fre.Nrm.c5.d5	A43	0
B.Fre.Nrm.Nf6	C00	0
B.Fre.Nrm.a6	C00	0
B.Fre.Nrm.a6.c4	C00	0
B.Fre.Nrm.a6.c4.b5	C00	0
B.Fre.Nrm.a6.Nf3	C00	0
B.Fre.b4	C00	0
B.Fre.b4.Bxb4	C00	0
B.Fre.Bb5	C00	0
B.Fre.Qe2	C00	0
B.Fre.b3	C00	0
B.Fre.d3	C00	0
B.Fre.d3.f5	C00	0
B.Fre.Nf3	C00	0
B.Fre.Nf3.f5	C00	0
B.Fre.Nf3.d5	C00	0
B.Fre.Nf3.d5.Nc3	C00	0
B.Fre.f4	C00	0
B.Fre.f4.d5	C00	0
B.Fre.c4	C00	0
B.Fre.c4.d5	C00	0
B.Fre.Nc3	C00	0
B.Fre.Nc3.d5	C00	0
B.Fre.g3	C00	0
B.Fre.e5	C00	0
B.Fre.Nrm.d5.Nc3	C10	0
B.Fre.Nrm.d5.Nc3.Nc6	C10	0
B.Fre.Nrm.d5.Nc3.c5	C10	0
B.Fre.Nrm.d5.Nc3.a6	C11	0
B.Fre.Nrm.d5.Nc3.a6	C14	1
B.CaK.Nc3	B10	0
B.CaK.Nc3.d5	B10	0
B.CaK.Nc3.Gld	B10	0
B.CaK.Nc3.ScH	B10	0
B.CaK.Nc3.StP	B10	0
B.CaK.APn	B10	0
B.CaK.APn.d5	B10	0
B.CaK.APn.Mod	B10	0
B.CaK.APn.Opn	B10	0
B.CaK.APn.PSc	B10	0
B.CaK.APn.VWe	B10	0
B.CaK.APn.Toi	B10	0
B.CaK.Nf3	B10	0
B.CaK.Nf3.d5	B10	0
B.CaK.Nf3.d5.exd5	B10	0
B.CaK.Nf3.d5.d3	B10	0
B.CaK.Nf3.d5.d3.dxe4	B10	0
B.CaK.Bry	B10	0
B.CaK.Euw	B10	0
B.CaK.Hil	B10	0
B.CaK.Hil.Sch	B10	0
B.CaK.Lab	B10	0
B.CaK.Lab.Dbl	B10	0
B.CaK.Lab.Pol	B10	0
B.CaK.Spk	B10	0
B.CaK.Spk.ScG	B10	0
B.CaK.Dpn	B12	0
B.CaK.Dpn	B13	1
B.CaK.Dpn	B15	2
B.CaK.Dpn	B16	3
B.CaK.Dpn	B17	4
B.CaK.Dpn	B18	5
B.CaK.Dpn	B19	6
B.CaK.Dpn.d5	B12	0
B.CaK.Dpn.d5	B13	1
B.CaK.Dpn.d5	B15	2
B.CaK.Dpn.d5	B16	3
B.CaK.Dpn.d5	B17	4
B.CaK.Dpn.d5	B18	5
B.CaK.Dpn.d5	B19	6
B.CaK.Dpn.d5.exd5	B13	0
B.CaK.Dpn.DBr	B12	0
B.CaK.Dpn.DBr.Nc3	B12	0
B.CaK.Dpn.Mas	B12	0
B.CaK.Dpn.Mss	B12	0
B.CaK.Dpn.Mdn	B12	0
B.CaK.Dpn.Mdn	B15	1
B.CaK.Dpn.Mdn.Edn	B12	0
B.CaK.Dpn.Mdn.MLn	B15	0
B.CaK.Dpn.Mdn.MLn.h6	B16	0
B.CaK.Dpn.Mie	B12	0
B.CaK.Dpn.Lnd	B12	0
B.CaK.Dpn.Nf3	B12	0
B.CaK.Dpn.Nf3.Uly	B12	0
B.CaK.Dpn.Nc3	B15	0
B.CaK.Dpn.Nc3	B16	1
B.CaK.Dpn.Nc3	B17	2
B.CaK.Dpn.Nc3	B18	3
B.CaK.Dpn.Nc3	B19	4
B.CaK.Dpn.Nc3.dxe4	B15	0
B.CaK.Dpn.Nc3.dxe4	B16	1
B.CaK.Dpn.Nc3.dxe4	B17	2
B.CaK.Dpn.Nc3.dxe4	B18	3
B.CaK.Dpn.Nc3.dxe4	B19	4
B.CaK.Dpn.Nc3.Alk	B15	0
B.CaK.Dpn.Nc3.Ali	B15	0
B.CaK.Dpn.Nc3.Cmp	B15	0
B.CaK.Dpn.Nc3.Gur	B15	0
B.CaK.Dpn.Nc3.Rsa	B15	0
B.CaK.Dpn.Nc3.VHg	B15	0
B.Fre.Win.Ale	C15	0
B.Fre.Win.Ale.Wlf	C15	0
B.Fre.Win.Ale.Acc	C15	0
B.Fre.Win.Ale.Kan	C15	0
B.Fre.Win.Ale.Ala	C15	0
B.Fre.Win.DEx	C15	0
B.Fre.Win.DEx.Cnl	C15	0
B.Fre.Win.Fsl	C15	0
B.Fre.Win.Fsl.Kun	C15	0
B.Fre.Win.Fsl.MLn	C15	0
B.Fre.Win.Fsl.Sch	C15	0
B.Fre.Win.Knd	C15	0
B.Fre.Win.WRg	C15	0
B.Fre.Win.Adv	C16	0
B.Fre.Win.Adv	C17	1
B.Fre.Win.Adv	C18	2
B.Fre.Win.Adv	C19	3
B.Fre.Win.Adv.Qd7	C16	0
B.Fre.Win.Adv.c5	C17	0
B.Fre.Win.Adv.c5	C18	1
B.Fre.Win.Adv.c5	C19	2
B.Fre.Win.Adv.Msc	C17	0
B.Fre.Win.Adv.Bgl	C17	0
B.Fre.Win.Adv.Bgl.Ice	C17	0
B.Fre.Win.Adv.a3	C17	0
B.Fre.Win.Adv.a3	C18	1
B.Fre.Win.Adv.a3	C19	2
B.Fre.Win.Adv.MWl	C17	0
B.Fre.Win.Adv.MWl.Nf3	C17	0
B.Fre.Win.Adv.MLn	C18	0
B.Fre.Win.Adv.MLn	C19	1
B.Fre.Win.Adv.MLn.Ne7	C18	0
B.Fre.Win.Adv.MLn.Ne7	C19	1
B.Fre.Win.Adv.MLn.Ne7.Bd3	C18	0
B.Fre.Win.Adv.MLn.Ne7.Bd3	C19	1
B.Fre.Win.Adv.MLn.Ne7.h4	C18	0
B.Fre.Win.Adv.MLn.Ne7.Nf3	C19	0
B.Fre.Win.Adv.MLn.Qc7	C18	0
B.Fre.Win.Adv.MLn.Qa5	C18	0
B.Fre.Win.Adv.Smy	C19	0
B.Fre.Win.Adv.Pos	C19	0
B.Fre.Win.Adv.Pos.Qa5	C19	0
B.Fre.Win.Adv.Pos.Qa5.Bd2	C19	0
B.Fre.Win.Adv.Pos.Qa5.Qd2	C19	0
B.Mod.Dpn	B06	0
B.Mod.Dpn	B07	1
B.Mod.Std	B06	0
B.Mod.Std	B07	1
B.Mod.Std.Nc3	B06	0
B.Mod.Std.Bc4	B06	0
B.Mod.Std.Bc4.b5	B06	0
B.Mod.Std.Bc4.Mky	B06	0
B.Mod.Std.ThP	B06	0
B.Mod.Std.ThP.PtW	B06	0
B.Mod.Std.ThP.PtP	B06	0
B.Mod.Std.Nf3	B07	0
B.Mod.Std.Nf3.b6	B06	0
B.Mod.Std.Nf3.d6	B07	0
B.Mod.Std.Bd2	B06	0
B.Mod.Std.Bd3	B06	0
B.Mod.Std.Fia	B06	0
B.Mod.Std.Fia.PtK	B06	0
B.Mod.Std.Fia.PtR	B06	0
B.Mod.Std.Ctr	B06	0
B.Mod.Std.Ctr.Dun	B06	0
B.Mod.Std.Ctr.PtC	B06	0
B.Mod.Std.Ctr.PtC.AnH	B06	0
B.Mod.Std.Ctr.PtC.Ben	B06	0
B.Mod.Std.Ctr.PtC.Qtz	B06	0
B.Mod.Std.Nc3.StD	B06	0
B.Mod.Std.Nc3.StD.Nf3	B06	0
B.Mod.Std.Nc3.StD.Tal	B06	0
B.Mod.Std.Nc3.StD.Rat	B06	0
B.Mod.Std.Nc3.C6S	B06	0
B.Mod.Std.Nc3.C6S.AMo	B06	0
B.Mod.Std.Nc3.C6S.Grg	B06	0
B.Mod.Std.Nc3.C6S.Sut	B06	0
B.Mod.Std.Nc3.d5	B06	0
B.Mod.Std.Nc3.C5S	B06	0
B.Mod.Std.Nc3.C5S.AnH	B06	0
B.Mod.Std.Nc3.C5S.Rha	B06	0
B.Mod.Std.Nc3.C5S.Pte	B06	0
B.Mod.Std.Nc3.C5S.Ptn	B06	0
B.Mod.Std.Nc3.C5S.Ben	B06	0
B.Mod.Std.Nc3.C5S.Sic	B06	0
B.Mod.Std.Nc3.C5S.Sic.Qtz	B06	0
B.Mod.Std.Nc3.C5S.Sic.Sir	B06	0
B.Mod.Dpn.Nf6	B06	0
B.Mod.Dpn.Nf6.Nor	B06	0
B.Mod.Fia	B06	0
B.Ale.Nrm	B02	0
B.Ale.Nrm	B03	1
B.Ale.Nrm	B04	2
B.Ale.Nrm	B05	3
B.Ale.Brk	B02	0
B.Ale.Brk.Eve	B02	0
B.Ale.Kre	B02	0
B.Ale.Kre.Gmb	B02	0
B.Ale.Mar	B02	0
B.Ale.Mok	B02	0
B.Ale.Mok.Mod	B02	0
B.Ale.Mok.Vav	B02	0
B.Ale.Nrm.Na3	B02	0
B.Ale.Nrm.Bc4	B02	0
B.Ale.Nrm.Bc4.Kmo	B02	0
B.Ale.Nrm.Nc3	B02	0
B.Ale.Nrm.Two	B02	0
B.Ale.Nrm.Two.Tat	B02	0
B.Ale.Nrm.Two.Stn	B02	0
B.Ale.Nrm.Two.Sqr	B02	0
B.Ale.Nrm.b3	B02	0
B.Ale.Nrm.Dpn	B03	0
B.Ale.Nrm.Dpn	B04	1
B.Ale.Nrm.Dpn	B05	2
B.Ale.Nrm.Dpn.d6	B03	0
B.Ale.Nrm.Dpn.d6	B04	1
B.Ale.Nrm.Dpn.d6	B05	2
B.Ale.Nrm.Dpn.d6.c4	B03	0
B.Ale.Nrm.Dpn.d6.c4.Nb6	B03	0
B.Ale.Nrm.Dpn.Osg	B03	0
B.Ale.Nc3	B02	0
B.Ale.Nc3.Ges	B02	0
B.Ale.Nc3.Mye	B02	0
B.Ale.Nc3.Spl	B02	0
B.Nim.Dpn	B00	0
B.Nim.Nf3	B00	0
B.Nim.Nc3	B00	0
B.Nim.Nf3.Nf6	B00	0
B.Nim.Nf3.Nf6.ElC	B00	0
B.Nim.Nf3.Nf6.ElC.Gmb	B00	0
B.Nim.Nf3.Nf6.ElC.Exc	B00	0
B.Nim.Nf3.Nf6.ElC.Pin	B00	0
B.Nim.Nf3.e6	B00	0
B.Nim.Nf3.d6	B00	0
B.Nim.Nc3.Nf6	B00	0
B.Nim.Nc3.e6	B00	0
B.Nim.Nc3.g6	B00	0
B.Nim.Dpn.d6	B00	0
B.Nim.Dpn.f6	B00	0
B.Nim.Dpn.a6	B00	0
B.Nim.Bb5	B00	0
B.Nim.b4	B00	0
B.Sca.Ten	A06	0
B.Sca.Ten.Brg	A06	0
B.Sca.b3	B01	0
B.Sca.Zil	B01	0
B.Sca.Cap	B01	0
B.Sca.Cap.Qxd5	B01	0
B.Sca.Cap.BKg	B01	0
B.Sca.Cap.BKg.Nxc6	B01	0
B.Sca.Cap.BKg.e5	B01	0
B.Sca.Cap.Boe	B01	0
B.Sca.Nc3	B01	0
B.Sca.Nc3.VGt	B01	0
B.Sic.Naj.g4	B90	0
B.Sic.Naj.Rg1	B90	0
B.Sic.Naj.Bc4	B90	0
B.Sic.Naj.Bc4	B87	1
B.Sic.Naj.Bc4.Bb3	B87	0
B.Sic.Naj.g3	B91	0
B.Sic.Naj.Be2	B92	0
B.Sic.Naj.Be2	B93	1
B.Sic.Naj.Be2.e5	B92	0
B.Sic.Naj.Be2.e5.Nb3	B92	0
B.Sic.Naj.Be2.e5.Nb3.Be6	B92	0
B.Sic.Naj.f4	B85	0
B.Sic.Naj.f4	B93	1
B.Sic.Naj.f4.e6	B85	0
B.Sic.Naj.f4.e6	B93	1
B.Sic.Naj.Bg5	B94	0
B.Sic.Naj.Bg5	B95	1
B.Sic.Naj.Bg5	B96	2
B.Sic.Naj.Bg5	B97	3
B.Sic.Naj.Bg5	B98	4
B.Sic.Naj.Bg5	B99	5
B.Sic.Naj.Bg5.Nbd7	B94	0
B.Sic.Naj.Bg5.e6	B95	0
B.Sic.Naj.Bg5.e6	B96	1
B.Sic.Naj.Bg5.e6	B98	2
B.Sic.Naj.Bg5.e6	B99	3
B.Sic.Naj.Bg5.e6.f4	B96	0
B.Sic.Naj.Bg5.e6.f4	B98	1
B.Sic.Naj.Bg5.e6.f4	B99	2
B.Sic.Naj.Bg5.e6.f4.Nc6	B96	0
B.Sic.Naj.Bg5.e6.f4.Be7	B98	0
B.Sic.OKe.Be2	B28	0
B.Sic.OKe.b3	B28	0
B.Sic.OKe.c4	B28	0
B.Sic.OKe.c4.e6	B28	0
B.Sic.OKe.c4.d6	B28	0
B.Sic.OKe.d4	B28	0
B.Sic.OKe.d4.cxd4	B28	0
B.Sic.OKe.d4.cxd4.Bc4	B28	0
B.Sic.OKe.d4.cxd4.c3	B28	0
B.Sic.OKe.d4.cxd4.Nxd4	B28	0
B.Sic.OKe.d4.cxd4.Qxd4	B28	0
B.Sic.OKe.d3	B28	0
B.Sic.OKe.g3	B28	0
B.Sic.OKe.c3	B28	0
B.Sic.OKe.c3.Nf6	B28	0
B.Sic.OKe.c3.d5	B28	0
B.Sic.OKe.c3.b5	B28	0
B.Sic.OKe.c3.d6	B28	0
B.Sic.OKe.b4	B28	0
B.Sic.OKe.Nc3	B28	0
B.Sic.Tay.Nb5	B44	0
B.Sic.Tay.Nb5.d6	B44	0
B.Sic.Tay.Nb5.d6.c4	B44	0
B.Sic.Tay.Nb5.d6.c4.Be7	B44	0
B.Sic.Tay.Nc3	B45	0
B.Sic.Tay.Nc3	B46	1
B.Sic.Tay.Nc3	B47	2
B.Sic.Tay.Nc3	B48	3
B.Sic.Tay.Nc3	B49	4
B.Sic.Tay.Nc3.Nf6	B45	0
B.Sic.Tay.Nc3.Nf6.Ndb5	B45	0
B.Sic.Tay.Nc3.Nf6.Ndb5.Bb4	B45	0
B.Sic.Tay.Nc3.Nf6.Ndb5.Bc5	B45	0
B.Sic.Tay.Nc3.Nf6.Nxc6	B45	0
B.Sic.Tay.Nc3.a6	B46	0
B.Sic.Tay.Nc3.Qc7	B47	0
B.Sic.Tay.Nc3.Qc7	B48	1
B.Sic.Tay.Nc3.Qc7	B49	2
B.Sic.Tay.Nc3.Qc7.Ndb5	B47	0
B.Sic.Tay.Nc3.Qc7.Be3	B48	0
B.Sic.Tay.Nc3.Qc7.Be3	B49	1
B.Sic.Tay.Nc3.Qc7.Be2	B85	0
B.Sic.SmM.Acc.Nxc3	B21	0
B.Sic.SmM.Acc.Nf3	B21	0
B.Sic.SmM.Acc.Nxc3.Nc6	B21	0
B.Sic.SmM.Acc.Nxc3.e6	B21	0
B.Sic.SmM.Acc.Nxc3.Nc6.Nf3	B21	0
B.Sic.SmM.Acc.Nxc3.e6.Nf3	B21	0
B.Sic.Dra.Be3	B72	0
B.Sic.Dra.Be3	B75	1
B.Sic.Dra.Be3	B76	2
B.Sic.Dra.Be3	B77	3
B.Sic.Dra.Be3	B78	4
B.Sic.Dra.Be3	B79	5
B.Sic.Dra.Be3.Bg7	B72	0
B.Sic.Dra.Be3.Bg7	B75	1
B.Sic.Dra.Be3.Bg7	B76	2
B.Sic.Dra.Be3.Bg7.f3	B75	0
B.Sic.Dra.Be3.Bg7.f3	B76	1
B.Sic.Dra.Be3.Bg7.Be2	B72	0
B.Sic.Dra.Be3.Nc6	B75	0
B.Sic.Dra.g3	B70	0
B.Sic.Fre.c3	B22	0
B.Sic.Fre.c3	B40	1
B.Sic.Fre.c3.d5	B22	0
B.Sic.Fre.c3.Nf6	B40	0
B.Sic.Fre.d4	B40	0
B.Sic.Fre.d4.cxd4	B40	0
B.Sic.Fre.d4.cxd4.Nxd4	B40	0
B.Sic.Fre.d4.cxd4.Nxd4.Nf6	B40	0
B.Sic.Fre.d4.d5	B40	0
B.Sic.Fre.b3	B40	0
B.Sic.Fre.c4	B40	0
B.Sic.Fre.b4	B40	0
B.Sic.Old.Nc3	B30	0
B.Sic.Old.Nc3.Bc4	B30	0
B.Sic.Old.Nc3.Bc4.d6	B30	0
B.Sic.Old.Nc3.Bc4.Nf6	B30	0
B.Sic.Old.b4	B30	0
B.Sic.Old.d4	B32	0
B.Sic.Old.d4	B33	1
B.Sic.Old.d4.cxd4	B32	0
B.Sic.Old.d4.cxd4	B33	1
B.Sic.Old.d4.cxd4.Nxd4	B32	0
B.Sic.Old.d4.cxd4.Nxd4	B33	1
B.Sic.Old.d4.cxd4.Nxd4.Qc7	B32	0
B.Sic.Old.d4.cxd4.Nxd4.Qb6	B32	0
B.Sic.Old.d4.e6	B32	0
B.Sic.Mod.c3	B50	0
B.Sic.Mod.Bd3	B50	0
B.Sic.Mod.g3	B50	0
B.Sic.Mod.g3.b5	B50	0
B.Sic.Mod.d4	B50	0
B.Sic.Mod.d4	B53	1
B.Sic.Mod.d4.cxd4	B50	0
B.Sic.Mod.d4.cxd4	B53	1
B.Sic.Mod.d4.Nf6	B50	0
B.Sic.Mod.d4.Nf6.dxc5	B50	0
B.Sic.Mod.d4.cxd4.c3	B50	0
B.Sic.Mod.d4.cxd4.Qxd4	B53	0
B.Sic.Mod.d4.cxd4.Qxd4.Nc6	B53	0
B.Sic.Mod.b4	B50	0
B.Sic.HAc.d4	B27	0
B.Sic.HAc.d4.Bg7	B27	0
B.Sic.HAc.d4.Bg7.dxc5	B27	0
B.Sic.HAc.d4.f5	B27	0
B.Sic.HAc.c3	B27	0
B.Sic.HAc.c4	B27	0
B.Sic.Clo.e6	B23	0
B.Sic.Clo.e6.g3	B23	0
B.Sic.Clo.e6.g3.d5	B23	0
B.Sic.Clo.D6L	B23	0
B.Sic.Clo.D6L	B74	1
B.Sic.Clo.D6L.Car	B23	0
B.Sic.Clo.Nc6	B23	0
B.Sic.Clo.Nc6.Nge2	B23	0
B.Sic.Clo.Nc6.g4	B23	0
B.Sic.Sch.g3	B80	0
B.Sic.Sch.Bb5	B80	0
B.Sic.Sch.f4	B82	0
B.Sic.Sch.f4.Nc6	B82	0
B.Sic.Sch.Be2	B83	0
B.Sic.Sch.Be2.Be7	B83	0
B.Sic.Sch.Bc4	B86	0
B.Sic.Cls.Rch.Bd7	B60	0
B.Sic.Cls.Rch.Bd7	B61	1
B.Sic.Cls.Rch.Bd7.Qd2	B61	0
B.Sic.Cls.Rch.e6	B62	0
B.Sic.Cls.Rch.e6	B63	1
B.Sic.Cls.Rch.e6	B66	2
B.Sic.Cls.Rch.e6	B67	3
B.Sic.Cls.Rch.e6	B68	4
B.Sic.Cls.Rch.e6	B69	5
B.Sic.Cls.Rch.e6.Qd3	B62	0
B.Sic.Cls.Rch.e6.Nxc6	B62	0
B.Sic.Cls.Rch.e6.Nb3	B62	0
B.Sic.Cls.Rch.e6.Bb5	B62	0
B.Sic.Cls.Rch.e6.Qd2	B63	0
B.Sic.Cls.Rch.e6.Qd2	B66	1
B.Sic.Cls.Rch.e6.Qd2	B67	2
B.Sic.Cls.Rch.e6.Qd2	B68	3
B.Sic.Cls.Rch.e6.Qd2	B69	4
B.Sic.Cls.Rch.e6.Qd2.Be7	B63	0
B.Sic.Cls.Rch.e6.Qd2.a6	B66	0
B.Sic.Cls.Rch.e6.Qd2.a6	B67	1
B.Sic.Cls.Rch.e6.Qd2.a6	B68	2
B.Sic.Cls.Rch.e6.Qd2.a6	B69	3
C.RyL.Alp	C60	0
C.RyL.Alp.Gmb	C60	0
C.RyL.Bre	C60	0
