ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
C.KGm.Acc.Bsh.Nf6	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Cozio Defense
C.KGm.Acc.Bsh.f5	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit
C.KGm.Acc.Bsh.b5	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit
C.KGm.Acc.Bsh.c6	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Lopez Defense
C.KGm.Acc.Bsh.Nc6	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Maurian Defense
C.KGm.Acc.Bsh.Ne7	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Steinitz Defense
C.KGm.Acc.Kie.d5	exact	10	10	C39	King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense
C.KGm.Acc.Kie.d5.d4	prefix	10	11	C39	King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense
C.KGm.Acc.Kie.d5.d4.Nf6	prefix	10	12	C39	King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense
C.KGm.Acc.Kie.h5	exact	10	10	C39	King's Gambit Accepted: Kieseritzky Gambit, Long Whip
C.KGm.Acc.Kie.Nc6	exact	10	10	C39	King's Gambit Accepted: Kieseritzky Gambit, Neumann Defense
C.KGm.Acc.Kie.Bg7	exact	10	10	C39	King's Gambit Accepted: Kieseritzky Gambit, Paulsen Defense
C.KGm.Acc.Kie.Qe7	exact	10	10	C39	King's Gambit Accepted: Kieseritzky Gambit, Rosenthal Defense
C.KGm.Acc.Kie.Be7	exact	10	10	C39	King's Gambit Accepted: Kieseritzky, Polerio Defense
C.Pet.Cls.Bd3	prefix	9	11	C42	Petrov's Defense: Classical Attack
C.Pet.Cls.Bd3.Nc6	exact	12	12	C42	Petrov's Defense: Classical Attack, Mason-Showalter Variation
C.Pet.Cls.Bd3.Nc6.O-O	prefix	12	13	C42	Petrov's Defense: Classical Attack, Mason-Showalter Variation
C.Pet.Cls.Bd3.Nc6.O-O.Be7	prefix	12	14	C42	Petrov's Defense: Classical Attack, Mason-Showalter Variation
C.Pet.Cls.Bd3.Bd6	exact	12	12	C42	Petrov's Defense: Classical Attack, Marshall Variation
C.Pet.Cls.Bd3.Bd6.O-O	prefix	12	13	C42	Petrov's Defense: Classical Attack, Marshall Variation
C.Pet.Cls.Bd3.Bd6.O-O.O-O	prefix	12	14	C42	Petrov's Defense: Classical Attack, Marshall Variation
C.KPO.Kgt.MLn.Nxe5	exact	5	5	C44	Irish Gambit
C.KPO.Kgt.MLn.Nxe5.Nxe5	prefix	5	6	C44	Irish Gambit
C.KPO.Kgt.MLn.g3	exact	5	5	C44	King's Knight Opening: Konstantinopolsky
C.KPO.Kgt.MLn.c4	exact	5	5	C44	King's Pawn Game: Dresden Opening
C.KPO.Kgt.MLn.c4.Nf6	prefix	5	6	C44	King's Pawn Game: Dresden Opening
C.KPO.Kgt.MLn.b4	exact	5	5	C44	King's Pawn Game: Pachman Wing Gambit
C.KPO.Kgt.MLn.Be2	exact	5	5	C44	King's Pawn Game: Tayler Opening
C.KPO.Kgt.MLn.Be2.Nf6	prefix	5	6	C44	King's Pawn Game: Tayler Opening
C.KPO.Kgt.MLn.Be2.Nf6.d4	exact	7	7	C44	King's Pawn Game: Tayler Opening
C.KPO.Kgt.MLn.d3	prefix	4	5	C44	King's Knight Opening: Normal Variation
C.KPO.Kgt.MLn.d3.f5	prefix	4	6	C44	King's Knight Opening: Normal Variation
B.Nim.ScD.Be3	exact	5	5	B00	Nimzowitsch Defense: Hornung Gambit
B.Nim.ScD.e5	exact	5	5	B00	Nimzowitsch Defense: Scandinavian Variation, Advance Variation
B.Nim.ScD.exd5	prefix	4	5	B00	Nimzowitsch Defense: Scandinavian Variation
B.Nim.ScD.exd5.Qxd5	exact	6	6	B00	Nimzowitsch Defense: Scandinavian Variation, Exchange Variation
B.Nim.ScD.exd5.Qxd5.Nc3	exact	7	7	B00	Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit
B.Nim.ScD.exd5.Nb4	exact	6	6	B00	Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit
B.Nim.ScD.Nc3	exact	5	5	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation
B.Nim.ScD.Nc3.dxe4	exact	6	6	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation
B.Nim.ScD.Nc3.dxe4.d5	exact	7	7	B00	Van Geet Opening: Berlin Gambit
B.Nim.ScD.Nc3.Nf6	exact	6	6	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Vehre Variation
B.Nim.ScD.Nc3.e5	exact	6	6	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Heinola-Deppe Gambit
B.Nim.Ken.d5	exact	5	5	B00	Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation
B.Nim.Ken.d5.Nce7	prefix	5	6	B00	Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation
B.Nim.Ken.dxe5	prefix	4	5	B00	Nimzowitsch Defense: Kennedy Variation
B.Nim.Ken.dxe5.Bc5	exact	6	6	B00	Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit
B.Nim.Ken.dxe5.f6	exact	6	6	B00	Nimzowitsch Defense: Kennedy Variation, Hammer Gambit
B.Nim.Ken.dxe5.Qh4	exact	6	6	B00	Nimzowitsch Defense: Kennedy Variation, Herford Gambit
B.Nim.Ken.dxe5.d6	exact	6	6	B00	Nimzowitsch Defense: Kennedy Variation, de Smet Gambit
B.Nim.Ken.dxe5.Nxe5	prefix	4	6	B00	Nimzowitsch Defense: Kennedy Variation
B.Nim.Ken.dxe5.Nxe5.Nc3	exact	7	7	B00	Nimzowitsch Defense: Kennedy Variation, Keres Attack
B.Nim.Ken.dxe5.Nxe5.Nf3	exact	7	7	B00	Nimzowitsch Defense: Kennedy Variation, Paulsen Attack
B.Nim.Ken.dxe5.Nxe5.f4	prefix	4	7	B00	Nimzowitsch Defense: Kennedy Variation
B.Nim.Ken.dxe5.Nxe5.f4.Ng6	exact	8	8	B00	Nimzowitsch Defense: Kennedy Variation, Main Line
B.Nim.Ken.dxe5.Nxe5.f4.Nc6	exact	8	8	B00	Nimzowitsch Defense: Kennedy Variation, Riemann Defense
B.Fre.Adv.c5	exact	6	6	C02	French Defense: Advance Variation
B.Fre.Adv.c5.c3	exact	7	7	C02	French Defense: Advance Variation
B.Fre.Adv.c5.c3.Nc6	exact	8	8	C02	French Defense: Advance Variation
B.Fre.Adv.c5.c3.Nc6.Nf3	exact	9	9	C02	French Defense: Advance Variation, Paulsen Attack
B.Fre.Adv.c5.c3.Qb6	prefix	7	8	C02	French Defense: Advance Variation
B.Fre.Adv.c5.Nf3	exact	7	7	C02	French Defense: Advance Variation, Nimzowitsch System
B.Fre.Adv.c5.Nf3.cxd4	prefix	7	8	C02	French Defense: Advance Variation, Nimzowitsch System
B.Fre.Adv.c5.b4	exact	7	7	C02	French Defense: Advance Variation, Frenkel Gambit
B.Fre.Adv.c5.dxc5	exact	7	7	C02	French Defense: Advance Variation, Steinitz Variation
B.Fre.Adv.Bd7	exact	6	6	C02	French Defense: Advance Variation, Extended Bishop Swap
B.CaK.Adv.Bf5	prefix	5	6	B12	Caro-Kann Defense: Advance Variation
B.CaK.Adv.Bf5.Nf3	exact	7	7	B12	Caro-Kann Defense: Advance Variation, Short Variation
B.CaK.Adv.Bf5.Nf3.e6	prefix	7	8	B12	Caro-Kann Defense: Advance Variation, Short Variation
B.CaK.Adv.Bf5.Nc3	exact	7	7	B12	Caro-Kann Defense: Advance Variation, Van der Wiel Attack
B.CaK.Adv.Bf5.Nc3.Qb6	exact	8	8	B12	Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense
B.CaK.Adv.Bf5.Nc3.e6	prefix	7	8	B12	Caro-Kann Defense: Advance Variation, Van der Wiel Attack
B.CaK.Adv.Bf5.Ne2	exact	7	7	B12	Caro-Kann Defense: Advance Variation, Bronstein Variation
B.CaK.Adv.Bf5.b4	exact	7	7	B12	Caro-Kann Defense: Advance Variation, Prins Attack
B.CaK.Adv.Bf5.c3	prefix	5	7	B12	Caro-Kann Defense: Advance Variation
B.Sic.Win.cxb4	prefix	3	4	B20	Sicilian Defense: Wing Gambit
B.Sic.Win.cxb4.Bb2	exact	5	5	B20	Sicilian Defense: Wing Gambit, Abrahams Variation
B.Sic.Win.cxb4.a3	exact	5	5	B20	Sicilian Defense: Wing Gambit, Marshall Variation
B.Sic.Win.cxb4.a3.bxa3	exact	6	6	B20	Sicilian Defense: Wing Gambit, Carlsbad Variation
B.Sic.Win.cxb4.a3.d5	prefix	5	6	B20	Sicilian Defense: Wing Gambit, Marshall Variation
B.Sic.Win.cxb4.c4	exact	5	5	B20	Sicilian Defense: Wing Gambit, Santasiere Variation
B.Sic.OKn.Nf6	exact	8	8	B54	Sicilian Defense: Modern Variations, Main Line
B.Sic.OKn.Nf6.Nc3	prefix	8	9	B54	Sicilian Defense: Modern Variations, Main Line
B.Sic.OKn.Nf6.Nc3.g6	exact	10	10	B70	Sicilian Defense: Dragon Variation
B.Sic.Kan.Bd3	exact	9	9	B42	Sicilian Defense: Kan Variation, Modern Variation
B.Sic.Kan.Bd3.Nf6	prefix	9	10	B42	Sicilian Defense: Kan Variation, Modern Variation
B.Sic.Kan.Bd3.Bc5	exact	10	10	B42	Sicilian Defense: Kan Variation, Polugaevsky Variation
B.Sic.Kan.Bd3.g6	exact	10	10	B42	Sicilian Defense: Kan Variation, Swiss Cheese Variation
B.Sic.Kan.Nc3	exact	9	9	B43	Sicilian Defense: Kan Variation, Knight Variation
B.Sic.Kan.Nc3.b5	exact	10	10	B43	Sicilian Defense: Kan Variation, Wing Attack
B.Sic.Cls.Be2	exact	11	11	B58	Sicilian Defense: Classical Variation
B.Sic.Cls.Be2.g6	prefix	11	12	B58	Sicilian Defense: Classical Variation
B.Sic.Cls.Be2.g6.Be3	prefix	11	13	B58	Sicilian Defense: Classical Variation
B.Sic.Cls.Be2.e5	exact	12	12	B58	Sicilian Defense: Boleslavsky Variation
B.Sic.Cls.Soz.e6	prefix	11	12	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Cls.Soz.e6.Be3	prefix	11	13	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Cls.Soz.e6.Bb3	prefix	11	13	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Acc.Nxc6	exact	9	9	B34	Sicilian Defense: Accelerated Dragon, Exchange Variation
B.Sic.Acc.Nc3	exact	9	9	B34	Sicilian Defense: Accelerated Dragon, Modern Variation
B.Sic.Acc.Nc3.Bg7	prefix	9	10	B34	Sicilian Defense: Accelerated Dragon, Modern Variation
B.Sic.Acc.Nc3.Bg7.Be3	prefix	9	11	B34	Sicilian Defense: Accelerated Dragon, Modern Variation
B.Sic.Acc.Nc3.Bg7.Be3.Nf6	prefix	9	12	B34	Sicilian Defense: Accelerated Dragon, Modern Variation
B.Sic.Acc.Be3	prefix	8	9	B32	Sicilian Defense: Accelerated Dragon
B.Sic.Acc.Be3.Bg7	prefix	8	10	B32	Sicilian Defense: Accelerated Dragon
B.Sic.Acc.Be3.Bg7.Be2	prefix	8	11	B32	Sicilian Defense: Accelerated Dragon
B.Sic.Sve.Ndb5	prefix	10	11	B33	Sicilian Defense: Lasker-Pelikan Variation
B.Sic.Sve.Ndb5.d6	prefix	10	12	B33	Sicilian Defense: Lasker-Pelikan Variation
B.Sic.Sve.Ndb5.d6.Bg5	prefix	10	13	B33	Sicilian Defense: Lasker-Pelikan Variation
B.Sic.Sve.Ndb5.d6.Bg5.a6	prefix	10	14	B33	Sicilian Defense: Lasker-Pelikan Variation
B.Sic.Sve.Nxc6	exact	11	11	B33	Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation
B.Sic.Sve.Nf3	exact	11	11	B33	Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation
B.Sic.Sve.Nb3	exact	11	11	B33	Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation
B.Sic.SmM.e5	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Declined, Center Formation
B.Sic.SmM.d3	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Declined, Push Variation
B.Sic.SmM.d5	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation
B.Sic.SmM.Qa5	exact	6	6	B21	Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation
B.Sic.SmM.Acc.Cls	prefix	6	12	B21	Sicilian Defense: Smith-Morra Gambit Accepted
B.Sic.SmM.Acc.Fia	exact	10	10	B21	Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense
B.Sic.SmM.Acc.Pau	exact	12	12	B21	Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation
B.Sic.SmM.Acc.Sib	exact	12	12	B21	Sicilian Defense: Smith-Morra Gambit Accepted, Siberian Variation
B.Sic.SmM.Acc.Mor	exact	12	12	B21	Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense
B.Sic.SmM.Acc.Pin	exact	12	12	B21	Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense
B.Sic.Dra.Be3.Bg7.f3.Nc6	exact	14	14	B75	Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line
B.Sic.Dra.Be3.Bg7.f3.O-O	exact	14	14	B76	Sicilian Defense: Dragon Variation, Yugoslav Attack
B.Sic.Dra.Yug.Nc6	exact	16	16	B76	Sicilian Defense: Dragon Variation, Yugoslav Attack
B.Sic.Dra.Yug.Nc6.Bc4	exact	17	17	B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line
A.Hor.Fch.MLn.Bg5	prefix	2	7	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.c5	prefix	2	8	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.c5.cxd5	prefix	2	9	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.Nbd7	prefix	2	8	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.Nbd7.e3	prefix	2	9	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.Be7	prefix	2	8	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.Be7.Nf3	prefix	2	9	A40	Horwitz Defense
A.Hor.Fch.MLn.Bg5.Be7.Bxf6	prefix	2	9	A40	Horwitz Defense
A.Hor.Fch.MLn.Bf4	prefix	2	7	A40	Horwitz Defense
A.Hor.Fch.MLn.cxd5	prefix	2	7	A40	Horwitz Defense
A.Kan.MLn.e3.c5	prefix	5	8	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.c5.Bd3	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.c5.Bd3.Nc6	prefix	5	10	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.c5.Ne2	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.O-O	prefix	5	8	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.O-O.a3	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.O-O.Nf3	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.O-O.Nf3.d5	prefix	5	10	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.O-O.Ne2	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.Ne4	prefix	5	8	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Kan.MLn.e3.Ne4.Qc2	prefix	5	9	A40	Kangaroo Defense: Keres Defense, Transpositional Variation
A.Ret.Eng.Be7	prefix	2	8	A05	Zukertort Opening
A.Ret.Eng.Be7.O-O	prefix	2	9	A05	Zukertort Opening
A.Ret.Eng.Be7.O-O.O-O	prefix	2	10	A05	Zukertort Opening
A.Ret.Eng.Be7.O-O.O-O.b3	prefix	2	11	A05	Zukertort Opening
A.Ret.Eng.Be7.b3	prefix	2	9	A05	Zukertort Opening
A.Ret.Eng.Be7.b3.b6	prefix	2	10	A05	Zukertort Opening
A.Ret.Eng.Be7.b3.c5	prefix	2	10	A05	Zukertort Opening
A.Ret.Eng.dxc4	prefix	2	8	A05	Zukertort Opening
A.Ret.Eng.c6	prefix	2	8	A05	Zukertort Opening
A.Ret.Eng.c5	prefix	2	8	A05	Zukertort Opening
A.Ret.Eng.c5.b3	prefix	2	9	A05	Zukertort Opening
A.Ret.Eng.c5.b3.Nc6	prefix	2	10	A05	Zukertort Opening
A.Ret.Eng.Bd6	prefix	2	8	A05	Zukertort Opening
A.Ret.Ang.g3	prefix	3	5	A09	Réti Opening
A.Ret.Ang.g3.Nf6	prefix	3	6	A09	Réti Opening
A.Ret.Ang.g3.Nf6.Bg2	prefix	3	7	A09	Réti Opening
A.Ret.Ang.g3.Nf6.Bg2.dxc4	prefix	3	8	A09	Réti Opening
A.Ret.Ang.g3.Nf6.Bg2.Bf5	prefix	3	8	A09	Réti Opening
A.Ret.Ang.g3.Nf6.b3	prefix	3	7	A09	Réti Opening
A.Ret.Ang.b3	exact	5	5	A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation
A.Ret.Ang.b3.Bg4	exact	6	6	A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation
A.Ret.Ang.b3.Bf5	exact	6	6	A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation
A.Ret.Ang.b3.Bf5.Bb2	exact	7	7	A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation
A.Eng.Rev.Nc3.Nf6.g3.d5	exact	6	6	A22	English Opening: King's English Variation, Two Knights Variation, Reversed Dragon
A.Eng.Rev.Nc3.Nf6.g3.Bb4	exact	6	6	A22	English Opening: King's English Variation, Two Knights Variation, Smyslov System
A.Eng.Rev.Nc3.Nf6.g3.c6	exact	6	6	A23	English Opening: King's English Variation, Two Knights Variation, Keres Variation
A.Eng.Rev.Nc3.Nf6.g3.Bc5	prefix	5	6	A22	English Opening: Carls-Bremen System
A.Eng.Rev.Nc3.Nf6.g3.g6	exact	6	6	A24	English Opening: King's English Variation, Two Knights Variation, Fianchetto Line
A.Eng.Rev.Nc3.Nf6.g3.Nc6	prefix	5	6	A22	English Opening: Carls-Bremen System
A.Eng.Rev.Nc3.Nc6.g3.g6	prefix	4	6	A25	English Opening: King's English Variation, Reversed Closed Sicilian
A.Eng.Rev.Nc3.Nc6.g3.d6	prefix	4	6	A25	English Opening: King's English Variation, Reversed Closed Sicilian
A.Bir.Fro.Nc3	exact	3	3	A02	Bird Opening: From's Gambit, Bahr Gambit
A.Bir.Fro.fxe5	prefix	2	3	A02	Bird Opening: From's Gambit
A.Bir.Fro.fxe5.d6	prefix	2	4	A02	Bird Opening: From's Gambit
A.Bir.Fro.fxe5.d6.exd6	prefix	2	5	A02	Bird Opening: From's Gambit
A.Bir.Fro.fxe5.d6.exd6.Bxd6	prefix	2	6	A02	Bird Opening: From's Gambit
A.Bir.Fro.fxe5.f6	exact	4	4	A02	Bird Opening: Lasker Gambit
A.Bir.Fro.fxe5.Ne7	exact	4	4	A02	Bird Opening: Platz Gambit
A.Bir.Fro.fxe5.Nc6	exact	4	4	A02	Bird Opening: Schlechter Gambit
A.Bir.Fro.d4	prefix	2	3	A02	Bird Opening: From's Gambit
A.Bir.Fro.d4.exd4	prefix	2	4	A02	Bird Opening: From's Gambit
A.QPO.Nf6.f4	exact	3	3	A45	Canard Opening
A.QPO.Nf6.Bf4	exact	3	3	A45	Indian Defense: Accelerated London System
A.QPO.Nf6.Nd2	prefix	2	3	A45	Indian Defense
A.QPO.Nf6.Nd2.e5	exact	4	4	A45	Indian Defense: Lazard Gambit
A.QPO.Nf6.e4	exact	3	3	A45	Indian Defense: Omega Gambit
A.QPO.Nf6.e4.Nxe4	prefix	3	4	A45	Indian Defense: Omega Gambit
A.QPO.Nf6.d5	exact	3	3	A45	Indian Defense: Pawn Push Variation
A.QPO.Nf6.g3	exact	3	3	A45	Indian Defense: Tartakower Attack
C.RyL.Ber.O-O.Bc5	exact	8	8	C65	Ruy Lopez: Berlin Defense, Beverwijk Variation
C.RyL.Ber.O-O.Bc5.c3	exact	9	9	C65	Ruy Lopez: Classical Variation, Zukertort Gambit
C.RyL.Ber.O-O.Bc5.c3.O-O	prefix	9	10	C65	Ruy Lopez: Classical Variation, Zukertort Gambit
C.RyL.Ber.O-O.Ng4	exact	8	8	C65	Ruy Lopez: Berlin Defense, Fishing Pole Variation
C.RyL.Ber.O-O.d6	exact	8	8	C66	Ruy Lopez: Berlin Defense, Improved Steinitz Defense
C.RyL.Ber.O-O.d6.d4	prefix	8	9	C66	Ruy Lopez: Berlin Defense, Improved Steinitz Defense
C.RyL.Ber.O-O.d6.d4.Bd7	prefix	8	10	C66	Ruy Lopez: Berlin Defense, Improved Steinitz Defense
C.RyL.Ber.O-O.d6.d4.Nd7	exact	10	10	C66	Ruy Lopez: Closed Berlin Defense, Chigorin Variation
C.RyL.Ber.O-O.d6.Bxc6	prefix	8	9	C66	Ruy Lopez: Berlin Defense, Improved Steinitz Defense
C.RyL.Ber.O-O.d6.Bxc6.bxc6	prefix	8	10	C66	Ruy Lopez: Berlin Defense, Improved Steinitz Defense
C.RyL.Cls.c3	prefix	13	15	C88	Ruy Lopez: Closed
C.RyL.Cls.c3.O-O	exact	16	16	C90	Ruy Lopez: Closed
C.RyL.Cls.c3.O-O.h3	exact	17	17	C92	Ruy Lopez: Closed
C.RyL.Cls.c3.O-O.h3.Bb7	exact	18	18	C92	Ruy Lopez: Closed, Flohr System
C.RyL.Cls.c3.O-O.h3.Be6	exact	18	18	C92	Ruy Lopez: Closed, Kholmov Variation
C.RyL.Cls.c3.O-O.h3.Re8	exact	18	18	C92	Ruy Lopez: Closed, Zaitsev System
C.RyL.Cls.c3.Na5	prefix	13	16	C88	Ruy Lopez: Closed
C.RyL.Cls.c3.Na5.Bc2	prefix	13	17	C88	Ruy Lopez: Closed
C.RyL.Cls.c3.Na5.Bc2.c5	prefix	13	18	C88	Ruy Lopez: Closed
C.RyL.Cls.d4	exact	15	15	C88	Ruy Lopez: Closed, Rosen Attack
C.RyL.Exc.dxc6	prefix	7	8	C68	Ruy Lopez: Exchange Variation
C.RyL.Exc.dxc6.Nc3	exact	9	9	C68	Ruy Lopez: Exchange Variation, Keres Variation
C.RyL.Exc.dxc6.Nc3.f6	prefix	9	10	C68	Ruy Lopez: Exchange Variation, Keres Variation
C.RyL.Exc.dxc6.Nc3.f6.d3	exact	11	11	C68	Ruy Lopez: Exchange Variation, Romanovsky Variation
C.RyL.Exc.bxc6	exact	8	8	C68	Ruy Lopez: Exchange Variation, Lutikov Variation
C.RyL.Exc.dxc6.O-O	exact	9	9	C69	Ruy Lopez: Exchange Variation, Normal Variation
C.RyL.Exc.dxc6.O-O.Bg4	prefix	9	10	C69	Ruy Lopez: Exchange Variation, Normal Variation
C.RyL.Exc.dxc6.O-O.Bg4.h3	prefix	9	11	C69	Ruy Lopez: Exchange Variation, Normal Variation
C.RyL.Exc.dxc6.O-O.Qd6	exact	10	10	C69	Ruy Lopez: Exchange Variation, Bronstein Variation
C.RyL.Exc.dxc6.O-O.f6	exact	10	10	C69	Ruy Lopez: Exchange Variation, Gligoric Variation
C.RyL.Exc.dxc6.O-O.Bd6	exact	10	10	C69	Ruy Lopez: Exchange Variation, King's Bishop Variation
C.RyL.Exc.dxc6.d4	prefix	7	9	C68	Ruy Lopez: Exchange Variation
C.RyL.Exc.dxc6.d4.exd4	prefix	7	10	C68	Ruy Lopez: Exchange Variation
C.RyL.Exc.dxc6.d4.exd4.Qxd4	prefix	7	11	C68	Ruy Lopez: Exchange Variation
C.RyL.Mor.Ba4.d6.Nc3	exact	9	9	C71	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.c4	exact	9	9	C71	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.O-O	exact	9	9	C72	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.O-O.Bd7	prefix	9	10	C72	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.c3	exact	9	9	C74	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.c3.Bd7	exact	10	10	C75	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.Bxc6	prefix	8	9	C71	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.d6.Bxc6.bxc6	prefix	8	10	C71	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.Nf6.O-O.g6	exact	10	10	C78	Ruy Lopez: Brix Variation
C.RyL.Mor.Ba4.Nf6.O-O.d5	exact	10	10	C78	Ruy Lopez: Central Countergambit
C.RyL.Mor.Ba4.Nf6.O-O.b5	prefix	9	10	C78	Ruy Lopez: Morphy Defense
C.RyL.Mor.Ba4.Nf6.O-O.d6	exact	10	10	C79	Ruy Lopez: Morphy Defense, Steinitz Deferred
C.KGm.Dec.Fal.exd5	exact	5	5	C31	King's Gambit Declined: Falkbeer Countergambit Accepted
C.KGm.Dec.Fal.Nf3	exact	5	5	C31	King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack
C.KGm.Dec.Fal.d4	exact	5	5	C31	King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit
C.KGm.Dec.Fal.Nc3	exact	5	5	C31	King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation
C.KGm.Dec.Fal.exd5.Bc5	exact	6	6	C31	King's Gambit Declined: Falkbeer Countergambit, Miles Gambit
C.KGm.Dec.Fal.exd5.exf4	exact	6	6	C31	King's Gambit Declined: Falkbeer Countergambit, Modern Transfer
C.KGm.Dec.Fal.exd5.c6	exact	6	6	C31	King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit
C.KGm.Dec.Fal.exd5.c6.dxc6	prefix	6	7	C31	King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit
C.KGm.Dec.Fal.Nc3.dxe4	prefix	5	6	C31	King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation
C.KGm.Dec.Fal.Nc3.dxe4.Nxe4	exact	7	7	C31	Van Geet Opening: Grünfeld Defense, Steiner Gambit
B.Fre.Mac.MLn.exf6	exact	11	11	C12	French Defense: McCutcheon Variation, Chigorin Variation
B.Fre.Mac.MLn.exf6.hxg5	prefix	11	12	C12	French Defense: McCutcheon Variation, Chigorin Variation
B.Fre.Mac.MLn.exf6.hxg5.fxg7	prefix	11	13	C12	French Defense: McCutcheon Variation, Chigorin Variation
B.Fre.Mac.MLn.Bc1	exact	11	11	C12	French Defense: McCutcheon Variation, Dr. Olland Variation
B.Fre.Mac.MLn.Bd2	prefix	9	11	C12	French Defense: McCutcheon Variation, Advance Variation
B.Fre.Mac.MLn.Bd2.Bxc3	exact	12	12	C12	French Defense: McCutcheon Variation, Lasker Variation
B.Fre.Mac.MLn.Bd2.Nfd7	exact	12	12	C12	French Defense: McCutcheon Variation, Tartakower Variation
B.Fre.Mac.MLn.Be3	exact	11	11	C12	French Defense: McCutcheon Variation, Janowski Variation
D.Sla.Nc3.Nf6.e3.e6	prefix	5	8	D10	Slav Defense
