ocn1	canonical_name	name_basis	basis_rule
C.Ita.Two.Ng5.Lol.Pin	Italian, Two Knights Defence, Pincus Variation	review	review
C.RyL.Ber.Nyh	Ruy López, Berlin Defence, Nyholm Attack	review	review
C.RyL.Ber.Hal	Ruy López, Halloween Attack	review	review
C.RyL.Ber.Wal.End.Ber	Ruy López, Berlin Defence, Berlin Wall	review	review
C.RyL.Mor.Opn.Hwl.How	Ruy López, Open Spanish, Howell Attack	review	review
C.RyL.Mor.Opn.Hwl.Eks	Ruy López, Open Spanish, Howell Attack, Ekstrom Variation	review	review
C.KGm.Acc.Kie.Qe7.Coz	King's Gambit Accepted, Kieseritzky, Salvio Defence, Cozio Variation	review	review
C.KGm.Acc.Nf3.Mac.Bla	King's Gambit Accepted, Blachly Gambit	review	review
C.KGm.Dec.Fal.MLn.And	King's Gambit Declined, Falkbeer Countergambit, Anderssen Attack	review	review
C.KGm.Dec.Fal.MLn.Rub	King's Gambit Declined, Falkbeer Countergambit, Rubinstein Variation	review	review
C.KGm.Acc.Bsh.Nf6.Nc3.Pau	King's Gambit Accepted, Bishop's Gambit, Paulsen Attack	review	review
C.KGm.Acc.Nf3.Cun.Ber.Ber	King's Gambit Accepted, Cunningham Defence, Bertin Gambit	review	review
C.KGm.Acc.Nf3.Fis.Gre.Gre	King's Gambit Accepted, Greco Gambit	review	review
C.KGm.Acc.Nf3.Fis.Gre.Sch	King's Gambit Accepted, Philidor Gambit, Schultz Variation	review	review
C.PhD.Han.Shi	Philidor Defence, Lion Variation, Shirov Gambit	review	review
C.PhD.Lio.Del	Philidor Defence, Lion Variation, Delayed Bishop Sacrifice	review	review
C.PhD.Lio.MLn.LCl	Philidor Defence, Lion Variation, Lion's Claw, with Bc4 and h6	review	review
C.PhD.Han.MLn.O-O.Lc6	Philidor Defence, Lion Variation, Lion's Claw, with Be2 and c6	review	review
C.PhD.Lio.MLn.O-O.Soz	Philidor Defence, Lion Variation, Sozin Variation	review	review
C.PhD.Exc.MLn.Be7.O-O.Ber	Philidor Defence, Berger Variation	review	review
C.Bsh.Urs.Pan	Bishop's Opening, Urusov Gambit, Panov Variation	review	review
C.Bsh.Nc6.Nc3.Sve	King's Gambit Declined, Classical, Svenonius Variation	review	review
C.Bsh.Urs.Kei.Kei	Bishop's Opening, Urusov Gambit, Keidansky Gambit	review	review
C.Vie.Nc6.Bc4.Nf6.Hro	Bishop's Opening, Vienna Hybrid, Hromádka Variation	review	review
C.RyL.ClD.Zai	Ruy López, Classical Defence, Zaitsev Variation	review	review
C.RyL.Coz.Pau	Ruy López, Cozio Defence, Paulsen Variation	review	review
C.RyL.Mor.Wor.MLn.Gru	Ruy López, Wormald Attack, Grünfeld Variation	review	review
C.RyL.Mor.Opn.MLn.Brn.Cla	Ruy López, Open Spanish, Classical Defence	review	review
C.Ita.Be7.Ben	Scotch Game, Benima Defence	review	review
C.Ita.Giu.Ita	Four Knights Game, Italian Variation	review	review
C.Ita.Giu.Grc.Ghu	Italian, Classical Variation, Ghulam-Kassim Variation	review	review
C.Ita.Giu.Mol.Cra	Italian, Giuoco Piano, Cracow Variation	review	review
C.Ita.Giu.Cls.MLn.Kra	Italian, Giuoco Piano, Krause Variation	review	review
C.Ita.Giu.Grc.MLn.And	Italian, Classical Variation, Greco Gambit, Anderssen Variation	review	review
C.Sco.Gor.Nc3.Sea	Scotch Game, Sea-Cadet Mate	review	review
C.Sco.Mie.Ste.Mai	Four Knights Game, Scotch Variation Accepted, Main Line	descriptor	editorial_leaf_token
C.Fou.Glk.MLn.Gle	Four Knights Game, Glek System	review	review
C.Fou.Spa.Cls.MLn.Bar	Four Knights Game, Spanish Variation, Bardeleben Variation	review	review
C.Fou.Spa.Rub.MLn.Mar	Four Knights Game, Spanish Variation, Rubinstein Variation, Marshall Gambit	review	review
C.Fou.Spa.Dbl.MLn.Met.Sym	Four Knights Game, Spanish Variation, Symmetrical Variation	review	review
C.Cen.Pau.MLn.Bb4.Bd2.Kup	Center Game, Kupreichik Variation	review	review
C.Dam.Dam	King's Pawn Game, Damiano Defence, Damiano Gambit	review	review
C.Dam.Nim.MLn.Chi	King's Pawn Game, Damiano Defence, Damiano Gambit, Chigorin Gambit	review	review
C.KPO.Kgt.MLn.Be2.Nf6.Inv	King's Pawn Game, Tayler Opening, Inverted Hanham	review	review
A.Hol.c4.Nf6.g3.e6.Bb4	Dutch Defence c4 Nf6 e6, Nimzo-Dutch Variation	review	review
A.Hol.c4.Nf6.g3.e6.Bd2	Dutch Nimzo-Dutch, Alekhine Retreat	review	review
A.Hol.Cls.c4	Dutch Classical, c4 Move Order	review	review
A.Hol.Cls.c4.Nh3	Dutch Classical c4, Blackburne Attack	review	review
A.Hol.Cls.c4.Nf3	Dutch Classical c4, Nf3	review	review
A.Hol.Cls.c4.Nf3.O-O	Dutch Classical c4 Nf3, Black Castles	review	review
A.Hol.Cls.c4.Nf3.Ne4	Dutch Classical c4, Alekhine Variation	review	review
A.Hol.Cls.c4.Nf3.d6	Dutch Classical c4, d6 Line	review	review
A.Hol.Cls.c4.Nf3.d6.Nc3	Dutch Classical c4 d6, Nc3	review	review
A.Hol.Cls.c4.Nf3.d6.a5	Dutch Classical, Buenos Aires Variation	review	review
A.Hol.Cls.c4.Nf3.d6.Ne4	Dutch Classical, Huisl Variation	review	review
A.Hol.Sto.c4	Dutch Stonewall, c4 Move Order	review	review
A.Hol.Sto.c4.Nc3	Dutch Stonewall c4, Nc3	review	review
A.Hol.Sto.c4.Nc3.c6	Dutch Stonewall c4 Nc3, c6	review	review
A.Hol.Sto.c4.Nc3.Bg5	Dutch Stonewall, Chekhover Variation	review	review
A.Eng.Sym.Nc3.Nc6.g3.Bg2	English Symmetrical Two Knights, Double Fianchetto	review	review
A.Eng.Sym.Nc3.Nc6.g3.e3	English Symmetrical Botvinnik Reversed, e3	review	review
A.Eng.Sym.Nc3.Nc6.g3.Nf3	English Symmetrical Three Knights, Fianchetto	review	review
A.Eng.Sym.Nc3.Nc6.g3.d6	English Symmetrical Botvinnik Reversed, d6	review	review
A.Eng.Sym.Nc3.Nc6.g3.Nge7	English Symmetrical Botvinnik Reversed, Nge7	review	review
A.Eng.Sym.Nc3.Nc6.g3.a3	English Symmetrical Botvinnik Reversed, a3	review	review
A.Eng.Sym.Nc3.Nc6.g3.d3	English Symmetrical Botvinnik Reversed, d3	review	review
A.Eng.Sym.Nc3.Nc6.g3.b3	English Symmetrical, Full Double Fianchetto	review	review
A.Eng.Rev.Nc3.Nc6.g3.Bg2	English Reversed Sicilian Closed, Double Fianchetto	review	review
A.Eng.Rev.Nc3.Nc6.g3.Rb1	English Closed, Hungarian Attack	review	review
A.Eng.Rev.Nc3.Nc6.g3.e3	English Closed, Taimanov e3 Line	review	review
A.Eng.Rev.Nc3.Nc6.g3.Be6	English Bremen-Hort Variation	review	review
A.Eng.Rev.Nc3.Nc6.g3.d3	English King's English, Closed System	review	review
A.Eng.Rev.Nc3.Nc6.g3.Nge2	English Closed, Nge2 Line	review	review
A.Eng.Rev.Nc3.Nc6.g3.Bg7	English Closed, Full Symmetry	review	review
A.Eng.Rev.Nc3.Nc6.g3.e4	English Closed, Botvinnik System	review	review
A.KIA.Bg2.c6.O-O.Bf5.h6	King's Indian Attack Bf5, h6 Line	review	review
A.KIA.Bg2.c6.O-O.Bf5.c4	King's Indian Attack Bf5, c4 Line	review	review
A.KIA.Bg2.c6.O-O.Bf5.e6	King's Indian Attack Bf5, e6 Line	review	review
A.KIA.Bg2.c6.O-O.Bf5.Nbd2	King's Indian Attack Bf5, Nbd2 Line	review	review
A.KIA.Bg2.c6.O-O.Bf5.Nh4	King's Indian Attack Bf5, Nh4 Line	review	review
A.Ret.Eng.Be7.O-O.O-O.c5	Réti English Double Castled, c5	review	review
A.Ret.Eng.Be7.O-O.O-O.e3	Réti English Double Castled, e3	review	review
A.Ret.Eng.Be7.O-O.O-O.d4	Réti English Double Castled, d4	review	review
A.Ret.Eng.Be7.O-O.O-O.Nc6	Réti English Double Castled, Nc6	review	review
A.Ret.Eng.Be7.O-O.O-O.c6	Réti Anglo-Slav Stonewall Line	review	review
A.Eng.Sym.Nf3.Nf6.Nc3.d4	English Symmetrical Four Knights, d4 Line	review	review
A.Eng.Sym.Nf3.Nf6.Nc3.g3	English Symmetrical Four Knights, Fianchetto	review	review
A.Eng.Sym.Nf3.Nf6.Nc3.O-O	English Symmetrical Four Knights, Mecking Setup	review	review
A.Eng.AIn.Nc3.d5.cxd5.g6	Anglo-Grünfeld Exchange, g6 after Nf3	review	review
A.Eng.AIn.Nc3.d5.cxd5.e5	Anglo-Grünfeld, Korchnoi Variation	review	review
A.Eng.AIn.Nc3.d5.cxd5.e6	Anglo-Indian Defence, c5 e6 Line	review	review
A.Eng.Rev.Fou.g3.Bc5.d6	English Four Knights Fianchetto, d6 Line	review	review
A.Eng.Rev.Fou.g3.Bc5.a6	English Four Knights Fianchetto, a6 Line	review	review
A.Eng.Rev.Fou.g3.Bc5.h6	English Four Knights Fianchetto, h6 Line	review	review
A.Eng.Rev.Fou.g3.Bc5.O-O	English Four Knights Fianchetto, Castled d6 Line	review	review
A.Ret.Ang.g3.Nf6.Bg2.O-O	Réti Anglo-Slav Bg2 Bf5, Castled d3 Line	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Qc2	Réti Anglo-Slav Gurevich, Qc2 after Nbd7	review	review
A.Ret.Ang.MLn.Nf6.Nc3.b3	Réti Anglo-Slav Gurevich, b3 e5 Line	review	review
E.Ind.Cat.d5.Bg2.Be7.Nf3	Indian Catalan Closed, Nf3	review	review
E.QID.Euw.MLn.Bxd2.Ng5	QID Euwe, Monticelli Trap	review	review
E.Nim.Kas.b6.Bg5	Nimzo Kasparov b6, Bg5 Line	review	review
E.QID.Mod.Trd.Cap	QID Traditional, Capablanca Variation	review	review
E.QID.Euw.MLn.Riu	QID Euwe Main Line, Riumin Variation	review	review
E.Bog.WSm.MLn.Yat	Bogo-Indian Wade-Smyslov, Yates Variation	review	review
E.QID.Mod.Fch.Euw	QID Modern Fianchetto, Euwe b3 Line	review	review
E.QID.Mod.Fch.MLn.Trd	QID Modern Fianchetto, Traditional Main Line	review	review
E.Nim.Kas.c5.g3.O-O.Bg2	Nimzo Kasparov c5, Romanishin Fianchetto	review	review
E.Nim.Sml.Bot.MLn.Nxd5	Nimzo Sämisch Botvinnik, Nxd5 Line	review	review
E.Nim.Cls.O-O.a3.b5	Nimzo Classical Castled, Vitolins-Adorjan Gambit	review	review
E.Nim.Cls.d5.cxd5.e5	Nimzo Classical cxd5, Belyavsky Gambit	review	review
E.Nim.Cls.Bot.Mac	Nimzo Classical Botvinnik, Macieja System	review	review
E.Nim.Rub.O-O.Ne2.Sim	Nimzo Rubinstein Ne2, Simagin Variation	review	review
E.KID.Fch.Pan.MLn.Kor	KID Fianchetto Panno, Korchnoi Line	review	review
E.KID.Fch.Kav.Nc3.e5.b3	KID Fianchetto Kavalek, Double Fianchetto Attack	review	review
E.KID.Fch.Kav.Nc3.Hng	KID Fianchetto Kavalek, Hungarian Variation	review	review
E.KID.Fch.Yug.MLn.dxc5	KID Fianchetto Yugoslav, dxc5 Exchange	review	review
E.KID.Cls.Nrm.g3.Nge2	KID Classical Normal g3, Pomar System	review	review
E.KID.Avk.Cst.Bg5.Na6.Brg	KID Averbakh Na6, Burgess Line	review	review
E.KID.Avk.Cst.Bg5.a6	KID Averbakh Bg5, Spanish Defence	review	review
E.KID.Avk.Cst.Be3	KID Averbakh, Semi-Averbakh System	review	review
E.KID.Avk.Ben.MLn.e6	KID Averbakh Benoni, Main Line e6	review	review
E.KID.Fou.Dyn.MLn.Flo	KID Four Pawns Dynamic, Florentine Gambit	review	review
E.KID.Fou.O-O.Be2.c5.h4	KID Four Pawns Be2, Six Pawns Attack	review	review
E.KID.Sml.Cst.Be3.c5.Bxc5	KID Sämisch Be3, Gambit Accepted	review	review
E.KID.Sml.Pan.MLn.Rb8	KID Sämisch Panno, Rb8 Main Line	review	review
E.KID.Sml.Ort.MLn.cxd5	KID Sämisch Orthodox, cxd5 Main Line	review	review
E.KID.Cls.e5.O-O.Nbd7.O-O	KID Classical Nbd7, Positional Defence	review	review
E.KID.Cls.Mar.MLn.Koz	KID Mar del Plata, Kozul Gambit	review	review
E.KID.Cls.Mar.MLn.Neo	KID Mar del Plata, Neo-Classical Line	review	review
E.Ind.Cat.d5.Bg2.Be7.O-O	Indian Catalan Closed, Castled Main Line	review	review
E.Ind.Cat.d5.Bg2.Be7.Qc2	Indian Catalan Closed, Qc2 System	review	review
E.Nim.Rub.O-O.Nf3	Nimzo Rubinstein Castled, Nf3	review	review
E.Nim.Rub.O-O.Nf3.d5	Nimzo Rubinstein Nf3, Ragozin Variation	review	review
E.Nim.Rub.O-O.Nf3.d5.a3	Nimzo Rubinstein Ragozin, Sämisch Deferred	review	review
E.KID.Cls.Lrs	KID Classical, Larsen Variation	review	review
E.KID.Cls.Zin	KID Classical, Zinnowitz Variation	review	review
E.KID.Cls.Oth	KID Classical, Orthodox Development	review	review
E.KID.Cls.Oth.Na6	KID Classical Orthodox, Kazakh Variation	review	review
C.Ita.Two.Max.MLn.Acc	Italian Max Lange, Accepted Main Line	review	review
C.Ita.Two.Max.MLn.Lng	Italian Max Lange, Long Variation	review	review
C.Ita.Two.Max.MLn.Ber	Italian Max Lange, Berger Variation	review	review
C.Ita.Two.Max.MLn.Lom	Italian Max Lange, Loman Defence	review	review
C.Ita.Two.Max.MLn.Rub	Italian Max Lange, Rubinstein Variation	review	review
C.RyL.Ber.Rio.Qe2.Nd6.Cor	Berlin Rio Qe2, Cordel Variation	review	review
C.RyL.Ber.Rio.Qe2.Nd6.Pil	Berlin Rio Qe2, Pillsbury Variation	review	review
C.RyL.Ber.Rio.Qe2.Nd6.MLn	Berlin Rio Qe2, Main Line	descriptor	editorial_leaf_token
C.RyL.Ber.Rio.Qe2.Nd6.Win	Berlin Rio Qe2, Winawer Attack	review	review
C.RyL.Ber.Rio.Qe2.Nd6.Zuk	Berlin Rio Qe2, Zukertort Variation	review	review
C.Vie.Fal.MLn.Qh5.Nd6.Ada	Vienna Falkbeer, Adams Gambit	review	review
C.Vie.Fal.MLn.Qh5.Nd6.Alk	Vienna Stanley, Alekhine Variation	review	review
C.Vie.Fal.MLn.Qh5.Nd6.FrD	Vienna Stanley, Frankenstein-Dracula Variation	review	review
C.Vie.Fal.MLn.Qh5.Nd6.Mon	Vienna Stanley, Monster Declined	review	review
C.KGm.Acc.Bsh.Ble.Nc3.Fra	Bishop Gambit Bledow, Fraser Variation	review	review
C.KGm.Acc.Bsh.Ble.Nc3.Gri	Bishop Gambit Bledow, Grimm Attack	review	review
C.KGm.Acc.Bsh.Ble.Nc3.McD	Bishop Gambit Bledow, McDonnell Attack	review	review
C.KGm.Acc.Bsh.Ble.Nc3.Gtr	Bishop Gambit Bledow, g3 Line	review	review
C.KGm.Acc.Nf3.KKn.Bir	King Knight Gambit, Rosentreter Bird Gambit	review	review
C.KGm.Acc.Nf3.KKn.RSo	King Knight Gambit, Rosentreter Sorensen Gambit	review	review
C.KGm.Acc.Nf3.KKn.Tes	King Knight Gambit, Rosentreter Testa Variation	review	review
C.KGm.Acc.Nf3.KKn.Sor	King Knight Gambit, Sorensen Gambit	review	review
C.KGm.Acc.Nf3.KKn.Bc4.Han	King Knight Gambit Bc4, Hanstein Gambit	review	review
C.KGm.Acc.Nf3.KKn.Bc4.May	King Knight Gambit Bc4, Mayet Gambit	review	review
C.KGm.Acc.Nf3.KKn.Bc4.Phi	King Knight Gambit Bc4, Philidor Gambit	review	review
C.Pet.Cls.Bd3.Bd6.O-O.Mar	Petrov Classical Bd3, Marshall Trap	review	review
C.Pet.Cls.Bd3.Bd6.O-O.Chi	Petrov Classical Bd3, Chinese Gambit	review	review
C.Pet.Cls.Bd3.Bd6.O-O.Sta	Petrov Classical Bd3, Staunton Variation	review	review
C.Pet.Cls.Bd3.Bd6.O-O.Tar	Petrov Classical Bd3, Tarrasch Variation	review	review
C.Ita.Evn.Acc.Stn.O-O.AlS	Evans Accepted Steinitz, Alapin-Steinitz Variation	review	review
C.Ita.Evn.Acc.Stn.O-O.Las	Evans Accepted Steinitz, Lasker Defence	person	attributed_to
C.Ita.Evn.Acc.Stn.O-O.SaA	Evans Accepted Steinitz, Sanders-Alapin Variation	review	review
C.Ita.Evn.Acc.Stn.Lev	Evans Accepted Steinitz, Levenfish Variation	review	review
C.Ita.Evn.Acc.Stn.Sok	Evans Accepted Steinitz, Sokolsky Variation	review	review
C.Ita.Evn.Acc.Stn.Ttk	Evans Accepted Steinitz, Tartakower Attack	review	review
C.Ita.Giu.Eis	Italian Giuoco Piano, Eisinger Variation	review	review
C.Ita.Giu.Mes	Italian Giuoco Piano, Mestel Variation	review	review
C.Ita.Giu.Tar	Italian Giuoco Piano, Tarrasch Variation	review	review
C.Ita.Giu.GNd	Italian Giuoco Piano, Pianissimo Nbd2 Line	review	review
C.Ita.Giu.Alb	Italian Giuoco Piano, Albin Variation	review	review
C.Ita.Giu.Ga6	Italian Giuoco Piano, Pianissimo a6 Line	review	review
C.RyL.Ber.O-O.Ben	Berlin Defence Castled, Bernstein Variation	review	review
C.RyL.Ber.O-O.Shw	Berlin Defence Castled, Closed Showalter Variation	review	review
C.RyL.Ber.O-O.Wlf	Berlin Defence Castled, Wolf Variation	review	review
C.RyL.Ber.O-O.Hdg	Berlin Defence Castled, Hedgehog Variation	review	review
C.RyL.Ber.O-O.Wes	Berlin Defence Castled, Westerinen Line	review	review
C.RyL.Ber.O-O.Sho	Berlin Defence Castled, Showalter Variation	review	review
C.RyL.Ber.O-O.LHe	Berlin Defence Castled, l Hermet Variation	review	review
C.RyL.Mor.Ba4.Nf6.O-O.StD	Ruy López Morphy Castled, Steinitz Deferred	review	review
C.RyL.Mor.Ba4.Nf6.O-O.Bol	Ruy López Steinitz Deferred, Boleslavsky Variation	review	review
C.RyL.Mor.Ba4.Nf6.O-O.Lip	Ruy López Steinitz Deferred, Lipnitsky Variation	review	review
C.KGm.PPS	King Gambit Declined, Panteldakis Pawn Sacrifice Line	review	review
C.KGm.Shi	King Gambit Declined, Panteldakis Shirazi Line	review	review
C.KGm.Sym	King Gambit Declined, Panteldakis Symmetrical Variation	review	review
C.LtO.Gre.BrA	Latvian Main Line, Bronstein Attack	review	review
C.LtO.Gre.BrG	Latvian Main Line, Bronstein Gambit	review	review
C.LtO.Gre.Nim	Latvian Main Line, Nimzowitsch Attack	review	review
C.Sco.Hor	Scotch Game, Horwitz Attack	review	review
C.Sco.Blk	Scotch Horwitz, Blackburne Variation	review	review
C.Sco.Ros	Scotch Game, Rosenthal Variation	review	review
C.Fou.Spa.Dbl.MLn.Jan	Four Knights Double Spanish, Janowski Variation	review	review
C.Fou.Spa.Dbl.MLn.Svn	Four Knights Double Spanish, Svenonius Variation	review	review
C.Ita.Evn.Acc.Mor.MLn	Evans Accepted Morphy Compromised, Main Line	descriptor	editorial_leaf_token
C.Ita.Evn.Acc.Mor.Pot	Evans Accepted Morphy Compromised, Potter Variation	review	review
C.Ita.Two.O-O.Bc5.Hol	Italian Two Knights Castled, Holzhausen Attack	review	review
C.Ita.Two.O-O.Bc5.Ros	Italian Two Knights Castled, Rosentreter Variation	review	review
C.Ita.Two.O-O.Bc5.Bg5	Italian Two Knights Castled, Bg5 Line	review	review
C.Ita.Two.Ng5.Pol.Mar	Two Knights Polerio, Maróczy Variation	review	review
C.Ita.Two.Ng5.Pol.Yan	Two Knights Polerio, Yankovich Variation	review	review
C.RyL.Cls.Lut	Ruy López Closed, Lutikov Variation	review	review
C.RyL.Cls.Sue	Ruy López Closed, Suetin Variation	review	review
C.Ita.Pia.Nf6.MLn.Ba7	Giuoco Pianissimo Nf6 Main Line, Ba7 Line	review	review
C.Ita.Pia.Nf6.MLn.A4C	Giuoco Pianissimo Nf6 Main Line, a4 Castled Line	review	review
C.RyL.Mor.Ba4.Nf6.O-O.B5D	Ruy López Morphy Castled, b5 d6 Line	review	review
C.RyL.Mor.Ba4.Nf6.O-O.Wng	Ruy López Morphy Castled, Wing Attack	review	review
C.RyL.Mor.Ba4.Nf6.O-O.Rab	Ruy López Morphy Castled, Rabinovich Variation	review	review
C.RyL.Cls.AlG	Ruy López Closed, Alekhine Gambit	review	review
C.RyL.Cls.Bal	Ruy López Closed, Balla Variation	review	review
C.RyL.Cls.Leo	Ruy López Closed, Leonhardt Variation	review	review
C.RyL.Mar.MLn.MML	Ruy López Marshall, Modern Main Line	review	review
C.RyL.Mar.MLn.Spa	Ruy López Marshall, Spassky Variation	review	review
D.Bgm.Acc.Euw.Zil	Blackmar-Diemer Euwe, Zilbermints Gambit	review	review
D.Bgm.Acc.Gun.Sta	Blackmar-Diemer Gunderam, Stader Variation	review	review
D.Bgm.Cap.Nc3.Nf6.Bg5.Bf5	Blackmar-Diemer von Popiel, Zilbermints Variation	review	review
D.QGD.Exc.Bg5.Be7.e3.O-O	QGD Exchange Chameleon, Castled Line	review	review
D.QGD.Lsk.Bxe7.Qxe7.Qc2.Rfd1	QGD Lasker Russian, Rfd1 Line	review	review
D.STa.Exc.MLn.Nxd5.Bb4.O-O	Semi-Tarrasch Kmoch, Castled Line	review	review
D.STa.Exc.MLn.Nxd5.Bb4.Qa5	Semi-Tarrasch San Sebastian, Qa5 Line	review	review
D.STa.Pil.MLn.Nxd4.e5	Semi-Tarrasch Pillsbury, Krause Variation	review	review
D.Tar.Cls.Bg5.cxd4.Nxd4.Re8	Tarrasch Classical Nxd4, Petursson Variation	review	review
D.Tar.Prg.MLn.Nxd4.Bc5	Tarrasch Prague, Dubov Tarrasch	review	review
D.Sem.Bg5.Nbd7.e4	Semi-Slav Bg5 Nbd7, Alekhine Variation	review	review
D.Sem.Bg5.Nbd7.Bd2	Semi-Slav Bg5 Nbd7, Rochlin Variation	review	review
D.Sem.AMe.Bd6.e4.dxe4	Semi-Slav Anti-Meran Center, Mikhalchishin Line	review	review
D.Sem.Mar.MLn.Qxd4.Bxb4	Semi-Slav Marshall Tolush, Bxb4 Line	review	review
D.Sla.Nf3.Nf6.g3.dxc4	Slav Fianchetto, Modern Line	review	review
D.Sla.Not.a4.Bb4.e3.Bxc3	Noteboom Abrahams, Bxc3 Line	review	review
D.Sla.Qui.cxd5.cxd5.Nc3.e6	Slav Quiet Exchange, Amsterdam Variation	review	review
D.Sla.Qui.cxd5.cxd5.Qb3.Qc8	Slav Quiet Exchange, Landau Variation	review	review
D.QPG.Ver.c5.Bxf6.gxf6.e4	Veresov Malich, e4 Line	review	review
D.QPG.Zuk.Nf6.c4.b5	Zukertort Queen's Pawn, Zilbermints Countergambit	review	review
D.QPG.Zuk.c5.g3.cxd4	Zukertort Queen's Pawn, Chandler Gambit	review	review
D.QPG.Zuk.c6.Bg5.h6	Zukertort Levitsky, Euwe Modern Line	review	review
D.QPG.c4.c5.cxd5.Nf6.e4	Queen's Gambit Austrian, Haberditz Variation	review	review
E.Ben.Old.Adv.Nf6.Nf3.b5	Old Benoni Advance Nf3, Pseudo-Benko	review	review
E.Ben.Bnk.Acc.Nc3.axb5.Nb5	Benko Accepted Zaitsev, Nescafe Frappe Prefix	review	review
E.Ben.Bnk.Acc.Nc3.axb5.Bc4	Benko Accepted Zaitsev, Nescafe Frappe Attack	review	review
E.Ben.Bnk.Acc.MLn.Bxa6.g3	Benko Accepted Bxa6, Fianchetto	review	review
E.Ben.Bnk.Acc.MLn.Bxa6.Nd2	Benko Accepted Bxa6, Nd2	review	review
E.Ben.Bnk.Acc.MLn.Bxa6.e4	Benko Accepted Bxa6, Yugoslav	review	review
E.Ben.Mod.Fou.Mik	Modern Benoni Four Pawns, Mikėnas	review	review
E.Ben.Mod.Fou.MLn.Re8	Modern Benoni Four Pawns Main Line, Re8	review	review
E.Ben.Mod.Cls.Trd	Modern Benoni Classical, Traditional Variation	review	review
E.Ben.Mod.Cls.MLn.a6.Bg4	Modern Benoni Classical a6, Argentine Counterattack	review	review
E.Gru.Pac	Grünfeld Defence, Pachman Variation	review	review
E.Gru.Bg5.Ne4.Lun	Grünfeld Stockholm, Lundin Variation	review	review
E.Gru.Thr.e3.O-O.Bd2	Grünfeld Three Knights e3, Opočenský	review	review
E.Gru.Thr.e3.O-O.Qb3.e6	Grünfeld Three Knights Qb3, Botvinnik	review	review
E.Gru.Exc.SeV.Bc4.c5.Bxf7	Grünfeld Exchange Seville, Bxf7 Sacrifice	review	review
E.Gru.Exc.SeV.Bc4.c5.cxd4	Grünfeld Exchange Seville, Spassky Main Line	review	review
E.Gru.Exc.SeV.Bc4.c5.Be6	Grünfeld Exchange Seville, Spassky Be6	review	review
E.Gru.Exc.SeV.Bc4.c5.d5	Grünfeld Exchange Seville, Sokolsky	review	review
E.Nim.Rub.StP.MLn.Nf3.Qe7	Nimzo St. Petersburg Nf3, Qe7	review	review
E.Nim.Kas.b6.e3.Ne4.O-O	Nimzo St. Petersburg Ne4, Castled	review	review
E.Nim.Rub.Cls.Nf3.Nc6.dxc4	Nimzo Ragozin, dxc4	review	review
E.KID.Fou.O-O.Nf3.c5.Be3	KID Four Pawns Fluid, Exchange Variation	review	review
E.KID.Sml.Ort.d5.Nh5.Ke2	KID Sämisch Orthodox Bronstein, Ke2	review	review
E.KID.Sml.Ort.d5.Nh5.Nxc4	KID Sämisch Orthodox Bronstein, Nxc4	review	review
E.KID.Cls.Mar.MLn.f3.g4	KID Mar del Plata f3, Benko Attack	review	review
A.And.Shy	Anderssen Opening, Shy Attack	review	review
A.Hng.e5.a3.d5.d3	Hungarian Opening, Burk Gambit	review	review
A.Van.ReN.e3	Van Geet Reversed Nimzowitsch, e3	review	review
A.Van.ReN.e3.d5	Van Geet Reversed Nimzowitsch, d5	review	review
A.Van.ReN.e3.d5.Be6	Van Geet Opening, Hulsemann Gambit	review	review
A.Van.ReN.e3.d5.Nf6	Van Geet Opening, Liebig Gambit	review	review
A.Van.d5.e3	Van Geet d5, e3	review	review
A.Van.d5.e3.e5	Van Geet d5 e3, e5	review	review
A.Van.d5.e3.e5.d4	Van Geet d5 e3 e5, d4	review	review
A.Van.d5.e3.e5.d4.Bb4	Van Geet Opening, Sleipnir Gambit	review	review
A.Pol.Nf6.Bb2.g6.d4	Polish Opening King's Indian, Sokolsky Attack	review	review
A.Eng.Agi.Spl	English Agincourt, Spielmann Defence	review	review
A.Eng.Agi.Nf3.Nf6.Nc3.b6	Agincourt Nc3, Queen's Indian Formation	review	review
A.Eng.Agi.Nf3.Nf6.Nc3.Bd3	Agincourt Queen's Indian, Bd3 Line	review	review
A.Eng.AIn.Nc3.e6.Nf3.g4	Anglo-Indian Nimzo-English, Zvjaginsev-Krasenkow Attack	review	review
A.Eng.Rev.Nc3.d6.Nf3.Bg4	English Reversed Sicilian, Smyslov Defence	review	review
A.Eng.Rev.Nc3.Nf6.Nf3.c6	English King's English, Adhiban Gambit	review	review
A.Eng.Rev.Nc3.Nf6.Nf3.b5	English King's English, Bellon Gambit	person	attributed_to
A.Eng.Rev.Nc3.Nf6.Nf3.Ng4	English King's English, Erbenheimer Gambit	review	review
A.Eng.Rev.Nc3.Nf6.f4	English Reversed Sicilian, Mazedonisch	review	review
A.Eng.Rev.g3.Nf6.Bg2.Nc6	English Reversed Sicilian g3, Four Knights Fianchetto	review	review
A.Eng.Rev.g3.Nf6.Bg2.d3	English Reversed Sicilian Four Knights, d3	review	review
A.Eng.Rev.g3.Nf6.Bg2.O-O	English Reversed Sicilian Four Knights, Castled Line	review	review
A.Eng.Sym.Hdg.Nbd7	English Symmetrical Hedgehog, Flexible Formation	review	review
A.Eng.Sym.Nc3.Nf6.g3	English Symmetrical, Fianchetto Variation	review	review
