ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
B.Sca.Mod.Mie.Bf5.Ne5	Anand, V.	2764	Mamedyarov, S.	2765	2019	0-1	flTMxhRq	https://lichess.org/flTMxhRq
B.Sca.Mod.Mie.Bf5.Ne5	Kramnik, V.	2753	Mamedyarov, S.	2734	2023	1-0	Xri1slrK	https://lichess.org/Xri1slrK
B.Sca.Mod.Mie.Bf5.Ne5	Ivanchuk, V.	2729	Mamedov, Nid	2589	2017	1-0	crTKQSod	https://lichess.org/crTKQSod
B.Sca.Mod.Mie.Bf5.Ne5.g4	Durarbayli, V.	2609	Kovalenko, I.	2647	2019	1-0	r5jfw35E	https://lichess.org/r5jfw35E
B.Sca.Mod.Mie.Bf5.Ne5.g4	Macieja, Bartlomiej	2583	Papaioannou, Ioannis	2619	2013	1-0	ZWzzljUZ	https://lichess.org/ZWzzljUZ
B.Sca.Mod.Mie.Bf5.Ne5.g4	Vasiukov, Evgeni	2580	Kholmov, Ratmir D	2550	1976	0-1	8ayISbRb	https://lichess.org/8ayISbRb
B.Sca.Mod.Mie.Bf5.Ne5.g4	Zhang Pengxiang	2574	Yu Ruiyuan	2553	2013	1/2-1/2	RcfW6b6q	https://lichess.org/RcfW6b6q
B.Pir.Aus.Drg.e5	Nakamura, Hikaru	2741	Kramnik, Vladimir	2791	2010	0-1	5bdX2BxL	https://lichess.org/5bdX2BxL
B.Pir.Aus.Drg.e5	Sutovsky, Emil	2700	Ivanchuk, Vassily	2768	2011	0-1	w8mdXMdW	https://lichess.org/w8mdXMdW
B.Pir.Aus.Drg.e5	Shirov, Alexei	2715	Smirin, Ilia	2654	2007	1/2-1/2	6g1Ob6eM	https://lichess.org/6g1Ob6eM
B.Pir.Aus.Drg.e5	Salem, AR.	2656	Mamedov, Rau	2688	2016	1-0	nnrPa5Hj	https://lichess.org/nnrPa5Hj
B.Mod.Std.Nc3.StD.f4	Anand, V.	2793	Caruana, F.	2829	2014	0-1	1C9eJZeC	https://lichess.org/1C9eJZeC
B.Mod.Std.Nc3.StD.f4	Nakamura, Hi	2769	Carlsen, M.	2843	2018	1/2-1/2	MLjh5iXs	https://lichess.org/MLjh5iXs
B.Mod.Std.Nc3.StD.f4	Anand, V.	2797	Caruana, F.	2811	2015	1-0	fBimDwsx	https://lichess.org/fBimDwsx
B.Mod.Std.Nc3.StD.f4	Aronian, Levon	2813	Svidler, Peter	2769	2013	0-1	slzkZF3J	https://lichess.org/slzkZF3J
B.Mod.Std.Ctr.e5	Riazantsev, A.	2646	Morozevich, A.	2711	2015	1/2-1/2	I7Nj2RPC	https://lichess.org/I7Nj2RPC
B.Mod.Std.Ctr.e5	Ikonnikov, Vyacheslav	2558	Motwani, Paul	2501	2009	1-0	lvfLcH4Y	https://lichess.org/lvfLcH4Y
B.Mod.Std.Ctr.e5	Yurtaev, Leonid	2476	Dzhumaev, Marat	2526	2007	1-0	5W8O5QRN	https://lichess.org/5W8O5QRN
B.Mod.Std.Ctr.e5	Maksimenko, An	2484	Fernandez, Dan SIN	2465	2019	1-0	erWC1Su4	https://lichess.org/erWC1Su4
B.Mod.Std.Ctr.d6	Giri, A.	2784	Carlsen, M.	2862	2015	1/2-1/2	gWn3kVJY	https://lichess.org/gWn3kVJY
B.Mod.Std.Ctr.d6	Praggnanandhaa, R.	2767	Carlsen, M.	2837	2025	1/2-1/2	VO2bq0Od	https://lichess.org/VO2bq0Od
B.Mod.Std.Ctr.d6	Nakamura, Hi	2787	Kasparov, G.	2812	2016	1/2-1/2	E4ENwId4	https://lichess.org/E4ENwId4
B.Mod.Std.Ctr.d6	Caruana, F.	2795	Firouzja, Alireza	2762	2025	1-0	aIw782F3	https://lichess.org/aIw782F3
B.Mod.Std.Ctr.d6.Be3	Anton Guijarro, David	2703	Svidler, Peter	2723	2020	0-1	vIpxssBd	https://lichess.org/vIpxssBd
B.Mod.Std.Ctr.d6.Be3	Azmaiparashvili, Zurab	2655	Nunn, John DM	2580	1993	1/2-1/2	UfAjA7AB	https://lichess.org/UfAjA7AB
B.Mod.Std.Ctr.d6.Be3	Agdestein, Simen	2630	Djurhuus, Rune	2485	1993	0-1	WmCEJJfE	https://lichess.org/WmCEJJfE
B.Mod.Std.Ctr.d6.Be3	Azmaiparashvili, Zurab	2540	Vogt, Lothar	2460	1988	1-0	JCKJfqmm	https://lichess.org/JCKJfqmm
B.Mod.Std.Ctr.d6.Be3.f3	Laznicka, V.	2679	Radjabov, T.	2724	2014	1-0	pTG4eyCt	https://lichess.org/pTG4eyCt
B.Mod.Std.Ctr.d6.Be3.f3	Lafarga Santorromán, David	2643	Papenin, Nikolai	2729	2012	1/2-1/2	NMR942gl	https://lichess.org/NMR942gl
B.Mod.Std.Ctr.d6.Be3.f3	Sakaev, Konstantin	2635	Svidler, Peter	2710	1998	1/2-1/2	Fee0OKV1	https://lichess.org/Fee0OKV1
B.Mod.Std.Ctr.d6.Be3.f3	Laznicka, V.	2679	Anton Guijarro, D.	2631	2014	1-0	AYx2w41L	https://lichess.org/AYx2w41L
B.Mod.Pte.Nc3	Kamsky, Gata	2741	Morozevich, Alexander	2758	2013	1-0	kS5jDzLw	https://lichess.org/kS5jDzLw
B.Mod.Pte.Nc3	Jakovenko, Dmitrij	2713	Kokarev, Dmitry	2639	2013	1-0	r68ek9XW	https://lichess.org/r68ek9XW
B.Mod.Pte.Nc3	Artemiev, V.	2703	Zvjaginsev, V.	2644	2018	1/2-1/2	qrcBRrAR	https://lichess.org/qrcBRrAR
B.Mod.Pte.Nc3	Khismatullin, Denis	2651	Sasikiran, Krishnan	2653	2010	0-1	TDc6LMjc	https://lichess.org/TDc6LMjc
B.Mod.Pte.Nc3.d6	Kamsky, Gata	2741	Morozevich, Alexander	2758	2013	1-0	kS5jDzLw	https://lichess.org/kS5jDzLw
B.Mod.Pte.Nc3.d6	Wojtaszek, R.	2727	Fressinet, L.	2700	2016	0-1	kwayfnUh	https://lichess.org/kwayfnUh
B.Mod.Pte.Nc3.d6	Van Wely, Loek	2646	Topalov, Veselin	2702	2000	0-1	872pLq6T	https://lichess.org/872pLq6T
B.Mod.Pte.Nc3.d6	Nielsen, Peter Heine	2670	Cicak, Slavko	2568	2011	1-0	MreFYMCF	https://lichess.org/MreFYMCF
B.Sic.StC.Nc6	Dominguez Perez, L.	2732	Anand, V.	2803	2015	1/2-1/2	iLWnAxHM	https://lichess.org/iLWnAxHM
B.Sic.StC.Nc6	Dominguez Perez, L.	2726	Vachier Lagrave, M.	2758	2014	1/2-1/2	bBbt4fo8	https://lichess.org/bBbt4fo8
B.Sic.StC.Nc6	Dominguez Perez, L.	2726	Wojtaszek, R.	2744	2014	1-0	ZnEMswSg	https://lichess.org/ZnEMswSg
B.Sic.StC.Nc6	Dominguez Perez, L.	2726	Gelfand, B.	2743	2014	0-1	Yc6oy6vz	https://lichess.org/Yc6oy6vz
B.Sic.StC.Nc6.Nc3	Dominguez Perez, L.	2732	Anand, V.	2803	2015	1/2-1/2	iLWnAxHM	https://lichess.org/iLWnAxHM
B.Sic.StC.Nc6.Nc3	Dominguez Perez, L.	2726	Vachier Lagrave, M.	2758	2014	1/2-1/2	bBbt4fo8	https://lichess.org/bBbt4fo8
B.Sic.StC.Nc6.Nc3	Dominguez Perez, L.	2726	Wojtaszek, R.	2744	2014	1-0	ZnEMswSg	https://lichess.org/ZnEMswSg
B.Sic.StC.Nc6.Nc3	Dominguez Perez, L.	2726	Gelfand, B.	2743	2014	0-1	Yc6oy6vz	https://lichess.org/Yc6oy6vz
B.Sic.StC.Nc6.Nc3.g6	Dominguez Perez, L.	2732	Anand, V.	2803	2015	1/2-1/2	iLWnAxHM	https://lichess.org/iLWnAxHM
B.Sic.StC.Nc6.Nc3.g6	Dominguez Perez, L.	2726	Wojtaszek, R.	2744	2014	1-0	ZnEMswSg	https://lichess.org/ZnEMswSg
B.Sic.StC.Nc6.Nc3.g6	Dominguez Perez, L.	2726	Gelfand, B.	2743	2014	0-1	Yc6oy6vz	https://lichess.org/Yc6oy6vz
B.Sic.StC.Nc6.Nc3.g6	Dominguez Perez, L.	2754	Radjabov, T.	2713	2013	1-0	axVlzHPy	https://lichess.org/axVlzHPy
B.Sic.StC.Nc6.Nc3.g6.Bg2	Dominguez Perez, L.	2732	Anand, V.	2803	2015	1/2-1/2	iLWnAxHM	https://lichess.org/iLWnAxHM
B.Sic.StC.Nc6.Nc3.g6.Bg2	Dominguez Perez, L.	2726	Wojtaszek, R.	2744	2014	1-0	ZnEMswSg	https://lichess.org/ZnEMswSg
B.Sic.StC.Nc6.Nc3.g6.Bg2	Dominguez Perez, L.	2726	Gelfand, B.	2743	2014	0-1	Yc6oy6vz	https://lichess.org/Yc6oy6vz
B.Sic.StC.Nc6.Nc3.g6.Bg2	Dominguez Perez, L.	2754	Radjabov, T.	2713	2013	1-0	axVlzHPy	https://lichess.org/axVlzHPy
B.Sic.Fre.Nc3	Carlsen, M..	2847	Nepomniachtchi, I..	2792	2021	1/2-1/2	owPCpQLq	https://lichess.org/owPCpQLq
B.Sic.Fre.Nc3	Aronian, L.	2767	Caruana, F.	2822	2018	1-0	JbO6HGpN	https://lichess.org/JbO6HGpN
B.Sic.Fre.Nc3	Aronian, L.	2764	Caruana, F.	2816	2018	1-0	z2TtKVhn	https://lichess.org/z2TtKVhn
B.Sic.Fre.Nc3	Morozevich, Alexander	2749	Anand, Viswanathan	2794	2001	1/2-1/2	1hD7rKhp	https://lichess.org/1hD7rKhp
B.Sic.Fre.Nc3.a6	Aronian, L.	2767	Caruana, F.	2822	2018	1-0	JbO6HGpN	https://lichess.org/JbO6HGpN
B.Sic.Fre.Nc3.a6	Aronian, L.	2764	Caruana, F.	2816	2018	1-0	z2TtKVhn	https://lichess.org/z2TtKVhn
B.Sic.Fre.Nc3.a6	Gashimov, Vugar	2761	Nakamura, Hikaru	2759	2012	1/2-1/2	taeCYFYu	https://lichess.org/taeCYFYu
B.Sic.Fre.Nc3.a6	Gashimov, Vugar	2758	Svidler, Peter	2754	2009	1-0	ZWVB06bS	https://lichess.org/ZWVB06bS
B.Sic.Fre.Nc3.a6.g3	Aronian, L.	2767	Caruana, F.	2822	2018	1-0	JbO6HGpN	https://lichess.org/JbO6HGpN
B.Sic.Fre.Nc3.a6.g3	Adams, Michael	2680	Kasparov, Garry	2820	1997	1/2-1/2	2RWgRv72	https://lichess.org/2RWgRv72
B.Sic.Fre.Nc3.a6.g3	Morozevich, Alexander	2762	Ivanchuk, Vassily	2729	2007	0-1	jZSznzGF	https://lichess.org/jZSznzGF
B.Sic.Fre.Nc3.a6.g3	Anand, Viswanathan	2725	Ivanchuk, Vassily	2735	1996	1/2-1/2	rmPQO2eO	https://lichess.org/rmPQO2eO
B.Sic.Fre.Nc3.a6.g3.b5	Aronian, L.	2767	Caruana, F.	2822	2018	1-0	JbO6HGpN	https://lichess.org/JbO6HGpN
B.Sic.Fre.Nc3.a6.g3.b5	Adams, Michael	2680	Kasparov, Garry	2820	1997	1/2-1/2	2RWgRv72	https://lichess.org/2RWgRv72
B.Sic.Fre.Nc3.a6.g3.b5	Morozevich, Alexander	2721	Ivanchuk, Vassily	2729	2006	1-0	yLoKia8t	https://lichess.org/yLoKia8t
B.Sic.Fre.Nc3.a6.g3.b5	Zherebukh, Y.	2640	Caruana, F.	2804	2018	0-1	H0hVMTnW	https://lichess.org/H0hVMTnW
B.Sic.SmM.Acc.Sib.Qe2	Ohtake, Sakae	2546	Mokrys, Christian-Peter	2513	2007	1/2-1/2	bG4BVRGV	https://lichess.org/bG4BVRGV
B.Sic.SmM.Acc.Sib.Qe2	Ohtake, Sakae	2558	Poli, Giuseppe	2495	2008	1/2-1/2	jTqkEUxd	https://lichess.org/jTqkEUxd
B.Sic.SmM.Acc.Sib.Qe2	Radulski, Julian	2580	Can, Emre	2471	2009	1-0	01dP1jSK	https://lichess.org/01dP1jSK
B.Sic.SmM.Acc.Sib.Qe2	Ohtake, Sakae	2540	Barlow, John A	2456	2006	1-0	Eq69OuNP	https://lichess.org/Eq69OuNP
A.OID.Wad.Chi	Karpov, Anatoly	2775	Hickl, Joerg	2570	1995	1-0	21Iy2Drb	https://lichess.org/21Iy2Drb
A.OID.Wad.Chi	Bareev, Evgeny	2680	Adams, Michael	2615	1991	1-0	Nv2rRwJd	https://lichess.org/Nv2rRwJd
A.OID.Wad.Chi	Vaganian, Rafael A	2640	Speelman, Jonathan S	2630	1998	1/2-1/2	hgVpOd9W	https://lichess.org/hgVpOd9W
A.OID.Wad.Chi	Salov, Valery	2655	Adams, Michael	2590	1990	1/2-1/2	8TXWhISv	https://lichess.org/8TXWhISv
A.QPO.c6.c4	So, W.	2747	Firouzja, Alireza	2763	2024	1-0	vvvnGyDi	https://lichess.org/vvvnGyDi
A.QPO.c6.c4	Polgar, Zsuzsa	2550	Larsen, Bent	2560	1994	1-0	yju0KknA	https://lichess.org/yju0KknA
A.QPO.c6.c4	Atalik, Suat	2585	Tosic, Miroslav	2525	1998	1/2-1/2	i8hPhuAV	https://lichess.org/i8hPhuAV
A.QPO.c6.c4	Bischoff, Klaus	2505	Lobron, Eric	2555	1989	0-1	BDzD1NMr	https://lichess.org/BDzD1NMr
A.EID.Col.KID	Armas, Julius	2415	Nijboer, Friso	2510	1995	0-1	GrxD21ZX	https://lichess.org/GrxD21ZX
A.EID.Col.KID	Dergatschova Daus, Anna	2250	Kharlov, Andrei	2565	1997	0-1	pOc0LAKT	https://lichess.org/pOc0LAKT
A.EID.Col.KID	Wantola, Ivo	2374	Bernal Moro, Luis Javier	2423	2013	0-1	CSWVxhdG	https://lichess.org/CSWVxhdG
A.EID.Col.KID	Angelis, Mihail	2271	Banikas, Hristos	2519	2004	0-1	L5PTmI2Q	https://lichess.org/L5PTmI2Q
A.Mod.Nc3.d6	Nakamura, Hi	2777	Vachier Lagrave, M.	2779	2018	1-0	ot8kJUbu	https://lichess.org/ot8kJUbu
A.Mod.Nc3.d6	Anand, Viswanathan	2801	Mamedyarov, Shakhriyar	2752	2007	1-0	gleZBFIx	https://lichess.org/gleZBFIx
A.Mod.Nc3.d6	Kramnik, Vladimir	2785	Mamedyarov, Shakhriyar	2752	2007	1-0	kIDDcscw	https://lichess.org/kIDDcscw
A.Mod.Nc3.d6	Le Quang, Liem	2693	Carlsen, Magnus	2837	2012	0-1	RzBtcVt0	https://lichess.org/RzBtcVt0
A.Tro.Psn.Nc3	Andreikin, D.	2719	Nakamura, Hi	2746	2018	0-1	8x50KhzS	https://lichess.org/8x50KhzS
A.Tro.Psn.Nc3	Andreikin, D.	2712	Ivanchuk, V.	2726	2017	1-0	iHhmOeaM	https://lichess.org/iHhmOeaM
A.Tro.Psn.Nc3	Rapport, R.	2707	Bu Xiangzhi	2730	2017	1/2-1/2	AE2kL5DU	https://lichess.org/AE2kL5DU
A.Tro.Psn.Nc3	Mamedyarov, S.	2743	Iturrizaga, E.	2653	2014	0-1	9c66RRFi	https://lichess.org/9c66RRFi
A.Ret.d6.d4.g6	So, W.	2773	Kasparov, G.	2812	2016	1-0	UmcWxu0b	https://lichess.org/UmcWxu0b
A.Ret.d6.d4.g6	So, W.	2773	Kasparov, G.	2812	2016	1/2-1/2	6QXNvF5L	https://lichess.org/6QXNvF5L
A.Ret.d6.d4.g6	Kasparov, Garry	2805	Anand, Viswanathan	2715	1995	1/2-1/2	4fQc1HNm	https://lichess.org/4fQc1HNm
A.Ret.d6.d4.g6	Gelfand, Boris	2737	Mamedyarov, Shakhriyar	2760	2008	1-0	0ys9XY3j	https://lichess.org/0ys9XY3j
A.OID.Mod.MLn.Bog	Kamsky, Gata	2595	Ivanov, Alexander	2565	1991	1/2-1/2	XvERH2i3	https://lichess.org/XvERH2i3
A.OID.Mod.MLn.Bog	Grischuk, A.	2689	Bobkov, Vadim	2253	2024	1-0	DEjMYHZT	https://lichess.org/DEjMYHZT
A.OID.Mod.MLn.Bog	Zakhartsov, Vl	2504	Lavrik, D.	2421	2024	1-0	9EMf1KR4	https://lichess.org/9EMf1KR4
A.OID.Mod.MLn.Bog	Dragnev, Valentin	2344	Al Sayed, Mohamad	2516	2015	1-0	lebkZ0eM	https://lichess.org/lebkZ0eM
A.Hol.c4.Nf6.g3.d6	Gulko, Boris F	2590	Antoshin, Vladimir S	2470	1981	1-0	GAvqVZdr	https://lichess.org/GAvqVZdr
A.Hol.c4.Nf6.g3.d6	Vaganian, Rafael A	2565	Antoshin, Vladimir S	2470	1981	1-0	H9nWKTAj	https://lichess.org/H9nWKTAj
A.Hol.c4.Nf6.g3.d6	Nestorovic, Dejan	2386	Zontakh, Andrey	2576	2000	1/2-1/2	YTWBVALA	https://lichess.org/YTWBVALA
A.Hol.c4.Nf6.g3.d6	Jelling, Erik	2400	Zhuravliov, Valerij	2485	1993	1-0	8h540Q8t	https://lichess.org/8h540Q8t
A.Mod.Nc3.c5.d5.d6	Can, E..	2569	Chigaev, M..	2631	2021	1/2-1/2	FaZynudG	https://lichess.org/FaZynudG
A.Mod.Nc3.c5.d5.d6	Kuzmin, Alexey	2568	Belkhodja, Slim	2506	2002	1-0	LXNwqdNG	https://lichess.org/LXNwqdNG
A.Mod.Nc3.c5.d5.d6	Nikolov, Mo	2548	Vezzosi, P.	2369	2015	1-0	pQJUkDGu	https://lichess.org/pQJUkDGu
A.Mod.Nc3.c5.d5.d6	Jovanic, Ognjen	2491	Dolezal, Cristian	2425	2008	1-0	88zXrnCH	https://lichess.org/88zXrnCH
A.Tro.Rap.Bh4.d5.f3	Canal Oliveras, Joan	2222	Hernandez Onna, Roman	2402	2000	0-1	Xe7LdNTq	https://lichess.org/Xe7LdNTq
A.Hol.c4.Nf6.Nc3.d6	Dely, Peter	2445	Flesch, Janos	2385	1975	1/2-1/2	NkprVinV	https://lichess.org/NkprVinV
A.Hol.c4.Nf6.Nc3.d6	Gheng, J.	2352	Fischer, Seb	2219	2017	0-1	8Y5klBvT	https://lichess.org/8Y5klBvT
A.Hol.c4.Nf6.Nc3.d6	Loebler, Heimo	2270	Nickl, Klaus	2200	1999	1/2-1/2	IPohhLtq	https://lichess.org/IPohhLtq
A.QPO.Nf6.Nf3.e6.Nc3	Theodorou, Nikolas	2541	Bok, B.	2640	2019	1-0	KjerZpUd	https://lichess.org/KjerZpUd
A.QPO.Nf6.Nf3.e6.Nc3	Hort, Vlastimil	2526	Balashov, Yuri S	2578	1999	1/2-1/2	wwcJFPDg	https://lichess.org/wwcJFPDg
A.QPO.Nf6.Nf3.e6.Nc3	Kavalek, Lubomir	2560	Quinteros, Miguel Angel	2500	1983	1-0	lan2pUgt	https://lichess.org/lan2pUgt
A.QPO.Nf6.Nf3.e6.Nc3	Takker	2546	MuratDeniz	2508	2006	0-1	OGvy8RT3	https://lichess.org/OGvy8RT3
A.Van.c5.Nf3.Nc6.d4	Andreikin, D.	2720	Rublevsky, S.	2702	2015	1-0	LqQIPwM0	https://lichess.org/LqQIPwM0
A.Van.c5.Nf3.Nc6.d4	Morozevich, Alexander	2707	Dreev, Alexey	2698	2005	1/2-1/2	09wWRCou	https://lichess.org/09wWRCou
A.Van.c5.Nf3.Nc6.d4	Andreikin, D.	2720	Cheparinov, I.	2681	2015	1-0	ojN7uw6U	https://lichess.org/ojN7uw6U
A.Van.c5.Nf3.Nc6.d4	Andreikin, D.	2720	Sasikiran, K.	2639	2015	1-0	qgR1ivW3	https://lichess.org/qgR1ivW3
A.Eng.Rev.Nc3.d6.g3	Maze, Sebastien	2562	Kogan, Artur	2590	2012	1/2-1/2	lwiS5Bd6	https://lichess.org/lwiS5Bd6
A.Eng.Rev.Nc3.d6.g3	Suba, Mihai	2520	McNab, Colin Anderson	2480	1992	1-0	tarzOIfK	https://lichess.org/tarzOIfK
A.Eng.Rev.Nc3.d6.g3	Dorfman, Josif D	2595	Shaw, Terrey Ian	2355	1979	1-0	BLM4g3JH	https://lichess.org/BLM4g3JH
A.Eng.Rev.Nc3.d6.g3	Ranaldi, Lucas	2343	Plat, Vojtech	2562	2020	0-1	zOozaOPd	https://lichess.org/zOozaOPd
A.Ret.Fch.MLn.Bg2.d6	Karjakin, Sergey	2782	Mamedyarov, S.	2808	2018	1-0	9IlS6zFf	https://lichess.org/9IlS6zFf
A.Ret.Fch.MLn.Bg2.d6	Caruana, F.	2791	Giri, A.	2752	2014	1-0	3Z7wGSZ9	https://lichess.org/3Z7wGSZ9
A.Ret.Fch.MLn.Bg2.d6	Le Quang Liem	2703	Vachier Lagrave, M.	2745	2013	1-0	O49L0LJy	https://lichess.org/O49L0LJy
A.Ret.Fch.MLn.Bg2.d6	Speelman, Jonathan S	2597	Gelfand, Boris	2713	1999	1/2-1/2	QnbfUdYd	https://lichess.org/QnbfUdYd
A.Hol.Sto.Bot.MLn.Ba3	Salov, Valery	2630	Short, Nigel D	2650	1989	1-0	Jjc6119K	https://lichess.org/Jjc6119K
A.Hol.Sto.Bot.MLn.Ba3	Ftacnik, Lubomir	2610	Jussupow, Artur	2665	1996	1/2-1/2	hu9yR0tr	https://lichess.org/hu9yR0tr
A.Hol.Sto.Bot.MLn.Ba3	Mikhalevski, Victor	2542	Sadler, Matthew	2625	2011	0-1	K5jru1eI	https://lichess.org/K5jru1eI
A.Hol.Sto.Bot.MLn.Ba3	Cramling, Pia	2528	Spraggett, Kevin	2610	2006	1/2-1/2	1FT4xUR0	https://lichess.org/1FT4xUR0
A.Lar.Nf6.Bb2.g6.g4	Safarli, E.	2649	Mamedov, Rau	2659	2014	1/2-1/2	7SUbTHgh	https://lichess.org/7SUbTHgh
A.Lar.Nf6.Bb2.g6.g4	Appel, R.	2535	Efimenko, Z.	2661	2014	0-1	jCFjjFFf	https://lichess.org/jCFjjFFf
A.Lar.Nf6.Bb2.g6.g4	Nouri, H.	2325	Vallejo Pons, F.	2691	2016	0-1	bdUZq4z0	https://lichess.org/bdUZq4z0
A.Lar.Nf6.Bb2.g6.g4	Apryshko, G.	2368	Chigaev, M.	2559	2017	0-1	X6BNcB0K	https://lichess.org/X6BNcB0K
A.Pol.e5.Bb2.f6.e4	Utegaliyev, A.	2522	Sanikidze, T.	2501	2016	0-1	1tmIiSD1	https://lichess.org/1tmIiSD1
A.Pol.e5.Bb2.f6.e4	Vokac, Marek	2450	Matlak, Marek	2490	1994	1/2-1/2	PyR6rnhb	https://lichess.org/PyR6rnhb
A.Pol.e5.Bb2.f6.e4	Kural, Aziz Serhat	2419	Botev, Konstantin Anatolie	2454	2020	0-1	QjAvScCc	https://lichess.org/QjAvScCc
A.Pol.e5.Bb2.f6.e4	Kural, Aziz Serhat	2380	Vasilev, Vasil	2485	2016	1/2-1/2	tPIvs8ed	https://lichess.org/tPIvs8ed
A.EID.Bg5.Bg7.Nbd2.c5	Kramnik, Vladimir	2801	Giri, A.	2798	2016	1/2-1/2	bKSIcX7Z	https://lichess.org/bKSIcX7Z
A.EID.Bg5.Bg7.Nbd2.c5	Mamedyarov, S.	2809	Svidler, P.	2760	2018	1-0	eDGageUU	https://lichess.org/eDGageUU
A.EID.Bg5.Bg7.Nbd2.c5	Gelfand, Boris	2758	Carlsen, Magnus	2801	2009	0-1	fdginagy	https://lichess.org/fdginagy
A.EID.Bg5.Bg7.Nbd2.c5	Mamedyarov, S.	2735	So, W.	2779	2015	1/2-1/2	7Yy3Bm8O	https://lichess.org/7Yy3Bm8O
A.Pol.e6.Bb2.Nf6.b5.a4	Tkachiev, Vladislav	2575	Karpov, Anatoly	2765	1995	0-1	FaW068ye	https://lichess.org/FaW068ye
A.Pol.e6.Bb2.Nf6.b5.a4	Degterev, Pavel	2545	Bozyavkin, Anatoly	2362	2008	0-1	H63yxK6W	https://lichess.org/H63yxK6W
A.Pol.e6.Bb2.Nf6.b5.a4	Degterev, Pavel	2530	Balcazar Novoa, Luis Marcos	2335	2007	1-0	j5S28ck9	https://lichess.org/j5S28ck9
A.Pol.e6.Bb2.Nf6.b5.a4	Danilovic, Alexandar	2397	Kosanovic, Dragan	2335	2011	1/2-1/2	8TsBs6bk	https://lichess.org/8TsBs6bk
A.Ret.Ang.MLn.Nf6.Nc3.Bd6	Ding, Liren	2791	Vachier Lagrave, Maxime	2778	2020	1/2-1/2	i89dVi8i	https://lichess.org/i89dVi8i
A.Ret.Ang.MLn.Nf6.Nc3.Bd6	Nepomniachtchi, Ian	2784	Giri, Anish	2764	2020	1/2-1/2	LpQQv6qR	https://lichess.org/LpQQv6qR
A.Ret.Ang.MLn.Nf6.Nc3.Bd6	Aronian, Levon	2783	Gelfand, Boris	2741	2010	0-1	6lkQdp8Z	https://lichess.org/6lkQdp8Z
A.Ret.Ang.MLn.Nf6.Nc3.Bd6	Aronian, Levon	2783	Gelfand, Boris	2741	2010	1-0	CsbZtJb6	https://lichess.org/CsbZtJb6
A.Ret.Ang.MLn.Nf6.Nc3.Bb2	Ding, Liren	2791	Vachier Lagrave, Maxime	2778	2020	1/2-1/2	i89dVi8i	https://lichess.org/i89dVi8i
A.Ret.Ang.MLn.Nf6.Nc3.Bb2	Andreikin, D.	2712	Jakovenko, D.	2747	2018	1-0	PcNTxokL	https://lichess.org/PcNTxokL
A.Ret.Ang.MLn.Nf6.Nc3.Bb2	Gelfand, Boris	2741	Caruana, Fabiano	2709	2010	1/2-1/2	TNgUoQuS	https://lichess.org/TNgUoQuS
A.Ret.Ang.MLn.Nf6.Nc3.Bb2	Radjabov, Teimour	2751	Cheparinov, Ivan	2696	2008	1/2-1/2	vmn2vQeh	https://lichess.org/vmn2vQeh
A.Col.Bd6.O-O.O-O.b3.Bb2	Dzagnidze, N.	2522	Lei Tingjie	2528	2017	1-0	Pu5m9qHn	https://lichess.org/Pu5m9qHn
A.Col.Bd6.O-O.O-O.b3.Bb2	Sambuev, Bator	2513	Hansen, Eric	2425	2011	1-0	UWzoWrHS	https://lichess.org/UWzoWrHS
A.Col.Bd6.O-O.O-O.b3.Bb2	Franco Ocampos, Zenon	2480	Mitkov, Nikola	2455	1997	1/2-1/2	vil0kyZi	https://lichess.org/vil0kyZi
A.Col.Bd6.O-O.O-O.b3.Bb2	Stefanova, A.	2442	Khamdamova, Afruza	2327	2023	1-0	YaPpx5iR	https://lichess.org/YaPpx5iR
A.Col.Bd6.O-O.O-O.b3.c6	Gelashvili, Tamaz	2614	Javakhadze, Zurab	2335	2010	1-0	gSDwPiOi	https://lichess.org/gSDwPiOi
A.Col.Bd6.O-O.O-O.b3.c6	Jussupow, Ar	2584	Jayakumar, A.	2291	2015	1-0	InUd8ZRx	https://lichess.org/InUd8ZRx
A.Col.Bd6.O-O.O-O.b3.c6	Rodriguez Vargas, Orestes	2445	Garcia Padron, Jose	2410	1995	1/2-1/2	GgMHYlCA	https://lichess.org/GgMHYlCA
A.Col.Bd6.O-O.O-O.b3.c6	Claesen, Pieter	2410	Fleck, Juergen	2375	1999	1-0	ZyTClIbs	https://lichess.org/ZyTClIbs
A.Col.Bd6.O-O.O-O.b3.Nbd2	Gelashvili, Tamaz	2614	Javakhadze, Zurab	2335	2010	1-0	gSDwPiOi	https://lichess.org/gSDwPiOi
A.Col.Bd6.O-O.O-O.b3.Nbd2	Jussupow, Ar	2584	Jayakumar, A.	2291	2015	1-0	InUd8ZRx	https://lichess.org/InUd8ZRx
A.Col.Bd6.O-O.O-O.b3.Nbd2	Rodriguez Vargas, Orestes	2445	Garcia Padron, Jose	2410	1995	1/2-1/2	GgMHYlCA	https://lichess.org/GgMHYlCA
A.Col.Bd6.O-O.O-O.b3.Nbd2	Claesen, Pieter	2410	Fleck, Juergen	2375	1999	1-0	ZyTClIbs	https://lichess.org/ZyTClIbs
A.Hor.Fch.MLn.Bg5.Be7.Qc2	Mamedyarov, Shakhriyar	2752	Alekseev, Evgeny	2716	2007	1/2-1/2	5tU51VIF	https://lichess.org/5tU51VIF
